	FT01DA	FT02DA	FT04DA	MN01DA	MN02DA	MN03DA	CRV01DA	CRV02DA	CRV03DA	CRV04DA
Arhgef18|Arhgef18	1751	1514	704	1398	883	817	1065	1013	1642	369
LOC108167517|LOC108167517	0	0	0	0	0	0	46	0	30	18
Zfp358|Zfp358	753	337	423	0	51	1234	843	579	789	542
Camsap3|Camsap3	302	88	87	0	477	166	300	403	686	467
Xab2|Xab2	1216	452	1799	2524	1354	755	2245	1521	2841	2145
Pcp2|Pcp2	57	0	0	0	12	0	9	0	27	0
Pet100|Pet100	839	457	689	442	1000	373	519	491	908	936
Pnpla6|Pnpla6	7993	2338	11611	7865	4319	4503	6675	15226	11498	5516
Mcoln1|Mcoln1	22283	11439	14185	23053	5391	11759	8911	21627	17597	6531
Gm39121|Gm39121	123	0	0	67	63	96	0	0	89	51
Fcor|Fcor	198	139	141	226	116	47	22	85	115	139
Stxbp2|Stxbp2	1743	20	885	340	1804	1053	2500	574	1450	2540
Fcer2a|Fcer2a	365	2	125	0	113	0	60	266	376	113
BB094273|BB094273	38	0	7	0	0	0	7	13	18	0
Trappc5|Trappc5	4824	1362	1664	1245	1388	1623	1512	1764	1697	1208
Cd209g|Cd209g	0	0	0	0	0	0	24	0	0	0
Prr36|Prr36	837	675	335	210	178	212	226	327	197	574
4932443L11Rik|4932443L11Rik	346	364	314	405	394	783	282	352	419	144
Evi5l|Evi5l	3391	632	2788	1359	713	540	2091	2946	3101	1471
Lrrc8e|Lrrc8e	0	0	0	0	0	0	0	0	0	0
Map2k7|Map2k7	3574	1447	1387	1648	1272	528	2497	1268	2873	1326
Tgfbr3l|Tgfbr3l	35	130	0	216	206	124	117	0	131	140
Snapc2|Snapc2	494	316	51	585	383	748	678	242	317	855
Elavl1|Elavl1	4263	1924	1631	4094	1615	2643	2048	2775	3350	1960
Ccl25|Ccl25	462	110	574	401	381	648	326	336	486	394
Ctxn1|Ctxn1	1187	1740	1753	1488	659	1551	786	919	484	693
Timm44|Timm44	2605	1656	2145	1030	1405	772	2461	2312	2264	2941
LOC108167518|LOC108167518	2880	1471	3297	2294	2904	3954	2316	2497	1661	2320
Gm39123|Gm39123	0	0	6	0	14	0	38	30	0	0
Gm6410|Gm6410	191	0	0	0	8	172	0	46	107	72
Zfp958|Zfp958	1045	1296	857	3459	557	1480	1000	1538	1779	792
Slc10a2|Slc10a2	0	0	0	0	0	0	0	0	0	0
Cers4|Cers4	11513	9264	12171	15980	11328	16615	12512	16928	14999	9387
Efnb2|Efnb2	2715	2458	2990	1328	1734	1948	1133	1160	2477	1675
Gm39127|Gm39127	0	0	0	0	0	0	3	0	0	0
Mir7654|Mir7654	1	1	0	0	0	1	0	0	0	1
Arglu1|Arglu1	6572	5654	5614	9176	11599	9484	10838	6528	6209	9576
Lig4|Lig4	633	477	637	0	834	123	199	636	528	130
Abhd13|Abhd13	2813	2307	1923	1116	470	3027	2597	2493	3137	1907
Tnfsf13b|Tnfsf13b	215	65	67	376	153	166	83	620	253	343
Fam155a|Fam155a	5800	1859	5691	4017	4493	8891	3509	4617	3940	2916
Gm2814|Gm2814	0	0	13	0	0	0	0	0	67	0
4833411C07Rik|4833411C07Rik	0	0	123	76	15	0	37	31	0	0
3930402G23Rik|3930402G23Rik	342	0	117	400	0	0	385	296	36	44
Irs2|Irs2	407	644	546	1137	491	215	359	443	455	339
9530052E02Rik|9530052E02Rik	32	0	66	123	31	17	145	14	22	24
Myo16|Myo16	1035	325	690	798	249	468	831	1907	1187	522
Col4a1|Col4a1	191	229	215	258	507	94	341	330	359	269
Gm32709|Gm32709	0	367	16	0	0	0	0	0	139	0
Col4a2|Col4a2	537	457	1204	422	159	632	707	1702	1630	1164
LOC108167519|LOC108167519	0	0	0	0	10	0	9	41	63	53
Carkd|Carkd	4238	421	1790	2202	1976	2726	2484	2972	2702	1557
Cars2|Cars2	842	629	847	417	406	308	245	486	691	979
Ing1|Ing1	1728	880	681	1867	805	1559	1444	915	1333	1067
Ankrd10|Ankrd10	5950	4596	4962	6591	7430	8439	6589	6765	5518	6863
Mir7238|Mir7238	1	1	1	1	1	1	1	1	1	1
Gm5607|Gm5607	534	0	150	0	34	250	384	218	198	200
Sox1|Sox1	0	0	56	493	0	174	58	0	50	63
Arhgef7|Arhgef7	1082	199	3004	388	1325	3844	2377	3100	4538	3127
LOC108167521|LOC108167521	0	80	36	0	48	0	73	56	0	55
4931415C17Rik|4931415C17Rik	1404	597	561	1267	749	507	88	786	576	805
Tubgcp3|Tubgcp3	7206	7430	4033	5482	3454	4921	7367	7112	5477	6607
Atp11a|Atp11a	3020	2897	1798	1831	857	1279	2389	2009	2191	1796
Gm15350|Gm15350	0	0	18	0	4	13	0	0	0	0
Proz|Proz	0	0	74	0	42	19	29	71	218	107
Gm33691|Gm33691	0	0	0	0	17	0	0	21	0	0
Mcf2l|Mcf2l	3472	1596	1751	3722	2667	1085	4670	3523	6207	3484
LOC105243125|LOC105243125	0	0	0	0	0	0	0	0	113	0
Gm15351|Gm15351	0	411	168	0	99	42	15	0	38	266
Gm38671|Gm38671	0	9	1	1	1	1	1	1	1	1
LOC108167522|LOC108167522	0	0	0	0	0	0	0	0	15	0
Cul4a|Cul4a	1396	997	949	2361	1971	1587	1392	496	1498	1233
Mir7065|Mir7065	0	0	0	0	0	0	0	0	0	0
Pcid2|Pcid2	979	260	2215	771	1028	911	2190	1184	1901	1114
Gm34505|Gm34505	71	78	0	72	0	0	37	12	29	0
2810030D12Rik|2810030D12Rik	24	0	0	0	0	17	0	0	0	21
Adprhl1|Adprhl1	0	0	0	0	0	0	8	9	116	0
Grtp1|Grtp1	236	92	42	246	41	222	266	299	109	219
Mir1968|Mir1968	0	0	0	0	0	0	0	0	0	0
Lamp1|Lamp1	19550	9183	15350	27312	9658	17677	13675	20367	17454	9000
Dcun1d2|Dcun1d2	1192	743	1172	2615	454	2067	852	1890	1248	816
Tmco3|Tmco3	6288	5779	5730	8758	2878	5186	6436	9364	9224	2274
Tfdp1|Tfdp1	752	653	1769	1465	2597	1788	3285	1270	1526	2332
Gm34795|Gm34795	15	0	0	0	0	0	0	0	0	0
Rasa3|Rasa3	2946	0	233	579	278	1171	1043	1683	1057	545
Tmem255b|Tmem255b	0	0	8	0	0	0	0	135	122	19
Gas6|Gas6	24347	11294	13657	15365	5272	7294	11537	27736	24122	7739
LOC108167523|LOC108167523	242	0	0	0	0	0	0	0	0	0
4932443I19Rik|4932443I19Rik	0	0	0	0	0	45	11	84	75	91
Cdc16|Cdc16	3805	1830	2407	3798	2901	1098	2966	3820	3477	4337
Upf3a|Upf3a	580	665	548	408	101	298	540	435	635	349
Champ1|Champ1	467	0	725	2082	0	792	1107	480	242	489
Coprs|Coprs	1086	690	1173	707	740	158	1310	1524	1498	1303
Tdrp|Tdrp	1411	936	1244	1452	737	878	313	1172	1190	1083
Fbxo25|Fbxo25	1523	695	1346	1277	1352	2081	1479	1253	1380	849
Erich1|Erich1	466	299	366	255	370	327	314	688	480	340
Dlgap2|Dlgap2	899	448	1532	770	515	458	52	1843	1018	580
C030037F17Rik|C030037F17Rik	0	0	0	0	0	0	107	0	0	0
Cln8|Cln8	4077	2234	4074	4635	1062	3532	3223	3583	4217	2958
Arhgef10|Arhgef10	966	0	508	209	61	208	89	224	423	82
Gm16350|Gm16350	0	0	146	0	0	79	0	0	165	0
Gm35149|Gm35149	0	0	0	0	0	62	0	0	0	0
Gm35285|Gm35285	256	0	43	696	32	0	44	43	0	34
Kbtbd11|Kbtbd11	1677	447	1297	819	455	1109	1090	1799	1290	877
Mcph1|Mcph1	1976	1727	1749	713	1347	1649	1546	1797	1510	1473
Angpt2|Angpt2	169	0	230	239	55	123	593	391	294	192
LOC108167587|LOC108167587	0	0	0	0	25	0	0	52	0	0
Mir3106|Mir3106	0	0	0	0	0	0	0	0	0	0
Gm16347|Gm16347	0	116	233	54	305	615	541	193	270	458
Csmd1|Csmd1	6410	5128	7978	4076	6158	6366	6511	8366	7964	5186
Gm39136|Gm39136	88	26	165	264	122	188	230	209	172	405
Gm35934|Gm35934	495	589	273	221	744	415	483	378	652	319
Agpat5|Agpat5	9088	5092	5041	10281	2123	6645	5812	10636	5990	4351
LOC108167589|LOC108167589	29	0	0	0	0	0	8	29	9	0
Gm21119|Gm21119	55	3	14	32	0	0	46	0	26	17
Atp7b|Atp7b	1034	0	72	54	213	249	459	607	318	330
LOC108167590|LOC108167590	0	0	0	0	0	0	0	0	0	0
Gm15319|Gm15319	51	0	33	0	0	0	18	18	26	13
Gm40467|Gm40467	74	0	0	0	0	0	0	0	0	0
4930467E23Rik|4930467E23Rik	735	178	513	315	284	239	537	233	267	359
9530057J20Rik|9530057J20Rik	134	0	20	0	21	51	63	33	83	49
Gm40466|Gm40466	556	227	366	476	193	238	221	890	669	574
Gm36166|Gm36166	381	0	29	7	25	23	14	56	20	79
Gm21811|Gm21811	1651	866	1296	2153	793	1422	969	1653	1631	1095
Gm40468|Gm40468	416	72	159	122	85	184	206	195	150	144
6820431F20Rik|6820431F20Rik	1184	474	668	1045	1002	893	942	1161	915	927
2610005L07Rik|2610005L07Rik	4443	2036	3199	3330	2259	2632	2250	3204	3224	3070
Ckap2|Ckap2	352	0	14	33	0	0	16	96	185	130
Nek3|Nek3	516	0	194	517	623	152	104	216	101	526
Alg11|Alg11	16146	8463	16378	20672	4015	14139	10906	21684	21578	6461
Vps36|Vps36	1489	1513	986	1307	1044	1032	1514	841	1765	1442
Thsd1|Thsd1	0	0	120	0	57	480	380	354	367	89
Slc25a15|Slc25a15	302	328	466	626	47	519	1029	524	387	236
1810012K16Rik|1810012K16Rik	403	261	0	152	138	105	258	128	176	147
Mrps31|Mrps31	1030	999	576	864	675	1207	990	798	992	918
Smim19|Smim19	3125	849	771	2073	817	1903	989	1622	1833	1301
Slc20a2|Slc20a2	3500	3430	5182	4706	934	1949	1862	8338	5797	1299
Vdac3|Vdac3	7206	4216	5274	7377	3365	7306	4504	5665	5994	3282
Gm30086|Gm30086	141	119	107	127	62	57	0	96	62	66
Gm30135|Gm30135	0	0	0	0	0	0	0	0	0	0
Dkk4|Dkk4	67	0	0	0	45	24	0	24	52	37
Polb|Polb	3001	3133	2597	2095	1613	1284	3749	2720	3243	3074
A930013F10Rik|A930013F10Rik	1761	1946	1374	1908	3307	1941	1688	1775	1393	1518
Ikbkb|Ikbkb	2005	777	1327	1496	673	1605	897	1292	2251	1125
Plat|Plat	4494	2692	4214	2756	2745	4506	1229	5998	4138	1900
Ap3m2|Ap3m2	4272	1842	3347	3850	1663	1436	2741	2669	1692	1361
LOC108167527|LOC108167527	0	0	0	0	0	0	0	0	0	0
Kat6a|Kat6a	898	125	531	984	632	515	2007	976	964	245
Ank1|Ank1	1041	223	477	109	239	442	685	434	1269	377
LOC105243139|LOC105243139	208	396	273	177	175	113	147	12	572	182
Gm15816|Gm15816	0	0	0	0	0	0	0	6	0	0
Mir486|Mir486	0	0	0	0	0	0	0	0	0	0
Mir3107|Mir3107	0	0	0	0	0	0	0	0	0	0
Gins4|Gins4	450	91	232	0	392	57	152	358	427	447
Gpat4|Gpat4	15058	6762	10527	13628	4154	6248	6278	14246	13779	5649
Sfrp1|Sfrp1	510	278	655	1336	506	684	472	1636	2569	852
Gm39141|Gm39141	0	193	32	160	196	0	0	94	45	103
Golga7|Golga7	3110	1594	2843	3573	1327	2088	4407	3144	3426	2532
Ido2|Ido2	79	0	0	0	0	574	359	368	65	0
Adam5|Adam5	0	0	215	0	84	0	94	0	0	0
Adam32|Adam32	12	77	0	0	26	63	73	36	27	34
Gm30471|Gm30471	0	0	0	0	0	0	0	0	0	0
Zmat4|Zmat4	1195	706	870	1865	764	824	1363	1600	2664	1814
Adam9|Adam9	4218	2422	4831	3320	1279	2809	1493	3876	2669	1533
Tm2d2|Tm2d2	13652	8858	11585	15649	6033	13501	8375	14499	11027	6844
Gm39146|Gm39146	0	0	0	0	33	11	0	4	31	0
Tacc1|Tacc1	9269	11293	8993	14417	5123	8529	8351	12852	12629	5898
Mir8108|Mir8108	1	0	1	0	1	0	0	1	1	1
Gm39144|Gm39144	0	0	0	0	0	0	0	0	0	0
Fgfr1|Fgfr1	10899	7340	11358	8571	4220	6689	8227	14541	19992	5725
Gm31288|Gm31288	1293	540	1286	1154	1208	291	1431	690	857	1475
Gm16159|Gm16159	0	0	0	0	0	0	0	0	20	10
Letm2|Letm2	7442	5437	5524	4709	5493	3948	7069	5219	6375	5374
Whsc1l1|Whsc1l1	6350	4084	5228	5786	5138	3108	4459	5582	6575	6552
Ash2l|Ash2l	2427	4773	2323	2118	955	986	2272	3428	2615	2749
Star|Star	0	314	158	946	765	303	655	507	696	438
Pomk|Pomk	4981	714	2373	6521	1455	5012	2160	7535	6188	2710
Gm31402|Gm31402	0	0	77	0	173	0	127	467	15	32
Plpp5|Plpp5	2440	1725	1664	1331	1677	1503	2333	1259	2014	1218
Ddhd2|Ddhd2	6997	4886	4957	3301	5224	4223	7627	7337	5675	8178
Bag4|Bag4	4403	2134	2809	2911	1960	1132	2335	3982	3280	3120
Lsm1|Lsm1	2305	646	594	2315	854	569	787	1025	985	803
Hgsnat|Hgsnat	13685	10686	10794	17560	4247	12198	5740	24586	13986	4416
Fnta|Fnta	3761	3277	2736	5675	1210	4121	3686	4465	3870	3054
Thap1|Thap1	561	398	403	590	361	146	259	1336	799	465
Gm39150|Gm39150	65	50	6	281	199	36	410	53	187	12
Zfp703|Zfp703	621	0	0	158	0	233	672	80	559	311
Hook3|Hook3	12316	9741	9292	9683	10253	7742	7977	10211	7174	7709
Rnf170|Rnf170	4137	2108	3789	5975	3871	3448	3855	5714	4957	3072
1700047A11Rik|1700047A11Rik	17	22	23	24	35	24	17	11	24	12
Adgra2|Adgra2	206	68	89	131	13	319	74	570	180	353
Gm39151|Gm39151	597	661	61	0	704	613	399	371	309	416
Brf2|Brf2	1085	1439	494	937	674	950	728	1298	865	708
Rab11fip1|Rab11fip1	123	47	379	242	63	0	173	92	120	0
4933416M07Rik|4933416M07Rik	44	21	42	0	0	18	0	71	4	18
Got1l1|Got1l1	400	0	142	347	0	214	481	0	66	238
Erlin2|Erlin2	7246	5434	8076	9283	3870	9172	7638	10866	7702	3937
Prosc|Prosc	6183	3375	2396	3891	2165	3740	4813	4381	3398	3459
Adrb3|Adrb3	2205	398	1895	849	788	748	820	2259	1565	1386
LOC108167529|LOC108167529	7	12	53	388	48	70	202	106	80	70
Eif4ebp1|Eif4ebp1	199	50	703	525	376	54	305	58	73	405
Chrnb3|Chrnb3	21017	18800	39065	36423	19421	38165	21371	29356	29294	13148
Poteg|Poteg	47	0	0	0	0	25	25	0	0	0
Gm1698|Gm1698	0	0	0	0	4	0	0	0	0	0
Chrna6|Chrna6	30637	29249	53887	40844	27235	44719	32642	46172	38948	20353
Unc5d|Unc5d	7866	2680	4522	5748	3531	7384	4319	7128	6815	2173
Gm32505|Gm32505	174	0	68	290	37	157	58	101	32	67
Gm32567|Gm32567	0	0	0	0	0	0	0	0	13	0
Snord13|Snord13	0	0	0	0	4	0	3	18	0	5
Rnf122|Rnf122	825	0	77	334	273	0	231	232	49	235
Dusp26|Dusp26	4854	1718	5484	2922	3363	3812	3566	3515	5184	2389
Fut10|Fut10	909	0	903	123	68	47	205	239	369	235
Tti2|Tti2	883	1188	831	307	430	616	698	1303	896	1447
Mak16|Mak16	677	720	1091	2457	579	1307	1772	968	904	1134
Gm39156|Gm39156	0	0	0	0	0	0	10	0	0	0
LOC108167592|LOC108167592	69	8	0	0	42	46	0	36	46	62
Gm3985|Gm3985	0	0	139	0	119	288	21	193	281	143
Wrn|Wrn	2601	2547	1820	308	1060	805	2259	1096	1518	1109
Nrg1|Nrg1	10381	4181	6316	8978	2962	4002	6802	11227	12272	6353
Gm26578|Gm26578	43	0	7	572	26	157	216	261	93	108
Gm39155|Gm39155	28	28	50	0	0	0	0	27	43	0
Gm33223|Gm33223	728	247	122	0	51	251	101	0	160	16
Gm8179|Gm8179	102	0	88	47	186	76	18	77	71	64
LOC108167591|LOC108167591	388	577	391	82	45	77	401	247	254	532
Purg|Purg	409	321	496	1193	1094	459	473	326	692	369
Tex15|Tex15	1601	1350	1040	0	132	22	566	91	88	302
Rbpms|Rbpms	32	0	7	0	3	0	57	0	19	0
Gtf2e2|Gtf2e2	311	576	860	1630	111	1101	853	1048	308	810
Smim18|Smim18	1547	473	1597	523	604	1293	1205	1032	1227	643
Gm33433|Gm33433	0	0	0	0	0	0	52	0	0	0
Gm40485|Gm40485	0	0	0	0	0	0	0	0	0	0
Ppp2cb|Ppp2cb	1165	769	312	249	719	601	1821	854	1070	1239
Ubxn8|Ubxn8	4039	3986	4989	5330	4301	4224	5812	5718	5524	4861
Gsr|Gsr	2398	2479	1728	846	1295	1138	2422	1641	1691	1423
Dctn6|Dctn6	2475	783	1299	1740	1471	1876	2146	1412	1047	1016
Mboat4|Mboat4	220	9	10	0	30	44	0	246	75	0
Gm39158|Gm39158	0	0	0	0	0	0	0	0	0	0
Leprotl1|Leprotl1	14574	7848	9753	14989	4661	14058	9303	18232	13816	5617
Dusp4|Dusp4	135	154	7	0	204	0	480	186	190	50
Gm9939|Gm9939	0	0	0	0	0	0	10	0	0	0
Tnks|Tnks	1208	1427	336	1777	1234	527	1620	1594	2030	1054
Eri1|Eri1	532	905	704	779	210	1063	1332	735	1343	328
Mir6395|Mir6395	0	0	6	0	0	10	0	0	3	0
Saraf|Saraf	86796	56691	78962	117796	36090	90298	58190	111417	90249	40567
Cldn23|Cldn23	0	373	547	314	0	0	132	81	341	3
Gm16793|Gm16793	0	0	0	167	69	0	0	0	0	0
Mfhas1|Mfhas1	1033	97	777	2797	980	1543	729	1520	1138	677
Gm19410|Gm19410	0	171	21	32	0	8	277	221	50	223
D8Ertd82e|D8Ertd82e	135	275	692	56	236	74	72	334	354	109
Gm35520|Gm35520	0	0	0	0	0	0	117	0	0	36
Gm39165|Gm39165	0	0	6	0	36	58	0	4	0	0
Gm35712|Gm35712	0	0	0	0	0	0	14	0	0	0
Lonrf1|Lonrf1	99	333	708	53	151	245	915	707	289	472
6430573F11Rik|6430573F11Rik	695	75	337	0	78	422	424	514	374	303
G630064G18Rik|G630064G18Rik	0	0	0	0	0	0	0	0	0	0
AI429214|AI429214	0	0	19	0	0	0	41	0	0	57
Dlc1|Dlc1	1042	1695	1063	1028	228	507	714	1366	1387	756
Sgcz|Sgcz	4422	3660	4059	1952	1312	1118	3824	3938	3191	3563
Mir383|Mir383	17	11	10	0	0	0	0	0	0	2
Gm40493|Gm40493	218	309	241	58	63	31	254	189	286	281
Tusc3|Tusc3	26828	18426	21250	35285	9804	23357	21277	34966	24403	14531
Gm6213|Gm6213	0	0	0	0	0	0	53	4	21	0
Fgf20|Fgf20	2279	793	1870	362	192	774	830	899	723	523
Mir7666|Mir7666	0	0	0	0	0	0	0	0	0	0
Micu3|Micu3	5834	7475	8611	10770	8381	9291	11848	10657	8872	10700
Zdhhc2|Zdhhc2	3877	4516	3687	1587	3417	5023	4901	4261	4308	4050
Slc7a2|Slc7a2	2351	396	823	2171	418	1504	850	1096	358	479
Cnot7|Cnot7	5397	2477	2853	3424	2369	3547	3593	3927	2338	3709
Vps37a|Vps37a	5104	3004	2564	4263	4471	5855	3158	4015	5872	4211
Mtmr7|Mtmr7	2536	2465	2994	3735	1222	1611	1971	2992	3394	1709
Mtus1|Mtus1	1591	1511	1251	3248	876	1188	637	1175	2383	868
B430010I23Rik|B430010I23Rik	188	566	381	362	152	30	91	111	259	101
Pcm1|Pcm1	7866	6013	5587	4970	6437	3692	7615	6686	7616	7863
Asah1|Asah1	15193	13282	16591	25311	7378	19573	13212	26998	15510	8370
Frg1|Frg1	7020	5473	5682	4971	5968	6594	5491	4765	5371	5558
Tlr3|Tlr3	1417	621	335	1598	50	531	665	1116	553	253
Gm30504|Gm30504	95	0	0	0	72	0	43	0	0	42
Gm6329|Gm6329	0	0	0	0	0	0	0	0	0	0
F11|F11	0	0	0	0	22	0	0	0	0	0
Fam149a|Fam149a	2199	468	1140	1512	914	1244	1164	2308	866	760
Klkb1|Klkb1	61	0	73	0	168	140	40	44	12	0
Cyp4v3|Cyp4v3	784	1556	481	2085	293	1290	115	1093	441	397
Fat1|Fat1	1969	3077	1715	2342	1040	1904	1702	1565	4801	847
Sorbs2|Sorbs2	2795	2059	3100	5214	4148	2590	4016	3769	4066	2949
Gm30759|Gm30759	220	450	582	1547	514	124	864	603	606	317
Gm16351|Gm16351	35	95	499	1442	644	607	241	454	848	520
Gm30635|Gm30635	0	15	325	696	424	197	285	231	260	259
Sorbs2os|Sorbs2os	322	0	818	703	235	561	269	103	243	505
Lrp2bp|Lrp2bp	12	0	28	0	0	0	29	289	62	79
Ccdc110|Ccdc110	0	0	25	0	0	412	2	65	0	5
1700029J07Rik|1700029J07Rik	221	1042	230	0	1219	304	396	93	243	323
Ufsp2|Ufsp2	2626	1506	1856	3081	1293	2398	2176	2306	2466	2495
Ankrd37|Ankrd37	140	505	458	1415	905	436	435	671	390	735
Snx25|Snx25	859	2088	904	1718	1612	1833	720	1793	1419	1659
Cfap97|Cfap97	2665	1763	1576	3161	2533	1546	2046	2127	2094	1686
Slc25a4|Slc25a4	34848	16128	21971	27811	10910	23943	26200	32159	28831	17885
Acsl1|Acsl1	5464	2755	4450	4108	1431	2241	2092	6153	5394	3896
Gm16675|Gm16675	0	0	0	0	0	0	0	0	20	0
Irf2|Irf2	1390	1093	1672	807	1713	1275	846	2711	1789	1206
Gm31172|Gm31172	19	0	0	35	38	0	0	10	10	0
Gm39170|Gm39170	0	0	17	0	39	0	0	0	0	20
Cenpu|Cenpu	533	319	71	435	762	117	57	533	157	285
Primpol|Primpol	690	0	138	144	99	518	324	856	196	540
Casp3|Casp3	340	654	398	454	319	314	455	1044	447	1076
Enpp6|Enpp6	540	223	0	263	0	0	0	329	406	150
Gm31231|Gm31231	0	0	0	0	0	0	0	0	0	0
Stox2|Stox2	6053	2717	4007	1764	1730	1908	3600	4366	7184	3552
Gm39171|Gm39171	0	0	22	0	0	0	0	80	63	39
LOC102639847|LOC102639847	0	0	0	0	0	0	0	0	0	0
Ing2|Ing2	418	337	786	155	558	22	1038	447	334	365
Gm31692|Gm31692	43	114	0	0	44	0	0	35	67	185
Gm31638|Gm31638	0	0	0	0	0	0	0	0	0	0
Trappc11|Trappc11	3725	1871	2012	2695	1967	1602	3246	2666	2840	2796
Rwdd4a|Rwdd4a	1592	223	712	861	545	1748	1596	1109	1972	1180
Cdkn2aip|Cdkn2aip	1044	605	796	1632	456	336	1300	1133	1721	1010
Gm39173|Gm39173	0	0	27	0	0	133	4	148	1	35
Gm31984|Gm31984	0	0	0	0	0	0	0	0	0	34
Wwc2|Wwc2	588	0	319	63	817	78	434	111	861	201
Dctd|Dctd	397	0	54	10	246	349	446	74	424	127
Gm39181|Gm39181	0	0	0	53	0	0	0	0	0	0
Aga|Aga	3058	2099	1812	5075	1389	1990	1211	2338	2000	1059
Gm33153|Gm33153	146	0	0	0	0	0	19	40	0	5
Vegfc|Vegfc	964	0	27	207	14	248	132	276	81	71
Spcs3|Spcs3	10479	7439	9270	17253	2039	8366	7825	12838	8618	4571
Tenm3|Tenm3	5253	2812	7477	6275	3508	5583	6516	7212	7787	4598
Gm39178|Gm39178	0	0	17	185	220	544	53	211	122	141
4930555F03Rik|4930555F03Rik	981	1050	637	933	1074	1667	1803	1484	980	1424
Gm19744|Gm19744	58	0	40	0	152	95	145	202	5	0
Gm2516|Gm2516	8	64	16	19	38	63	121	60	61	33
1700019L22Rik|1700019L22Rik	4515	3733	3309	3739	3060	2549	4456	3273	3716	5273
Asb5|Asb5	0	131	8	21	55	3	16	28	6	0
5330439A09Rik|5330439A09Rik	0	0	59	0	0	0	190	0	14	0
LOC108167531|LOC108167531	0	107	67	6	0	44	48	6	31	12
Spata4|Spata4	0	0	118	0	19	121	17	12	10	53
Wdr17|Wdr17	2650	2955	1396	1847	1774	1665	3215	2151	1861	1924
Glra3|Glra3	2843	2929	2889	2707	798	1976	2574	3185	2165	2297
Hpgd|Hpgd	190	0	560	24	54	53	274	13	252	78
Gpm6a|Gpm6a	92350	61163	90636	145590	37235	102411	63746	136506	80835	33880
Scrg1|Scrg1	756	134	348	288	472	191	302	310	335	189
Sap30|Sap30	366	0	267	0	248	305	161	82	372	406
Hmgb2|Hmgb2	1520	336	128	151	87	71	84	136	193	261
Cep44|Cep44	1451	1179	1909	1772	969	839	1115	1238	1003	1723
Fbxo8|Fbxo8	1683	888	956	2472	753	1754	1767	1739	2058	1672
Galnt7|Galnt7	2905	2321	2071	2537	1454	1962	1348	3306	3752	1870
4930412F12Rik|4930412F12Rik	0	92	0	1	0	0	0	0	0	0
AW046200|AW046200	0	0	0	218	0	0	0	124	0	0
Gm34730|Gm34730	132	0	0	0	38	25	61	21	33	11
Mfap3l|Mfap3l	3204	2041	2225	3594	1249	2024	1756	4511	3462	1624
Hpf1|Hpf1	3881	2130	1964	2812	3151	3392	3614	4407	3901	2770
BC030500|BC030500	1220	372	1317	874	1471	795	1478	1612	1224	1532
Galntl6|Galntl6	6282	4313	7221	5903	2714	9215	5961	6252	7217	3173
LOC105243194|LOC105243194	67	46	69	0	32	38	37	6	91	124
Gm15881|Gm15881	0	292	101	0	46	443	26	206	192	8
Ddx60|Ddx60	566	1126	655	703	312	0	15	271	68	132
Sh3rf1|Sh3rf1	1587	1484	1599	1637	413	1180	1077	1540	1258	786
LOC102638389|LOC102638389	188	0	204	161	38	601	0	120	139	35
1700001D01Rik|1700001D01Rik	0	90	4	0	8	15	5	11	79	17
Gm40499|Gm40499	0	0	31	0	37	17	57	0	38	0
Cbr4|Cbr4	9	463	0	81	406	199	75	189	335	91
Palld|Palld	120	598	140	114	20	385	28	358	204	160
Gm35254|Gm35254	0	0	0	0	0	0	0	0	18	0
Clcn3|Clcn3	42671	32147	35740	55393	19078	38290	26608	48648	40434	22524
Nek1|Nek1	10352	7463	7723	5388	7790	5265	13851	7064	8180	16794
B230317F23Rik|B230317F23Rik	2900	2550	2285	1855	2180	3489	1464	1248	1742	1334
Spock3|Spock3	19958	10056	18586	38713	7109	22176	12550	34894	18890	7626
Tll1|Tll1	2979	5184	3234	5046	1392	3287	1555	3700	2680	2147
Cpe|Cpe	159925	88311	172950	225511	63616	169547	102813	214770	181246	70284
Msmo1|Msmo1	23868	15513	27354	45621	9918	28501	24264	39815	27647	13038
Klhl2|Klhl2	1089	961	832	903	825	563	1155	600	798	915
LOC108167532|LOC108167532	670	234	266	333	549	278	609	431	485	200
Trim75|Trim75	310	0	0	0	69	211	13	63	0	205
Tmem192|Tmem192	3646	2543	4675	5628	1984	3267	2663	5654	4590	2690
Tktl2|Tktl2	0	0	0	0	0	0	0	0	0	0
Tma16|Tma16	1602	810	1059	874	945	867	1225	578	701	1067
Npy5r|Npy5r	1233	483	1262	2947	335	933	945	2122	1625	265
Npy1r|Npy1r	3991	1582	1183	2841	753	2197	617	1374	1501	1066
March1|March1	2911	2657	3552	2452	2784	3586	2676	3083	2135	2937
Naf1|Naf1	25	15	203	39	46	67	420	260	168	542
Gm39185|Gm39185	13	33	15	0	0	17	82	36	4	28
Csgalnact1|Csgalnact1	376	285	158	740	321	352	297	1790	1598	449
1700125H03Rik|1700125H03Rik	0	0	0	0	0	0	0	0	0	0
Psd3|Psd3	2081	4208	3177	3941	1541	1904	2848	2625	2264	3262
Gm32888|Gm32888	0	0	0	0	0	0	0	0	0	0
Gm15991|Gm15991	1320	2514	940	1198	1063	958	810	1265	1616	763
Ints10|Ints10	3431	2722	3325	4801	2493	4322	5463	5862	6434	4970
Lpl|Lpl	3069	1411	2068	2047	5198	3401	3193	1446	3549	1339
