	FT01DA	FT02DA	FT04DA	FT01nDA	FT02nDA	FT04nDA
Ngef|Ngef	1420	713	1150	1948	644	1690
LOC108167634|LOC108167634	0	0	0	0	0	0
Atg16l1|Atg16l1	3673	1093	3003	4933	3978	3752
Scarna6|Scarna6	32	0	0	3	3	2
Ugt1a10|Ugt1a10	0	0	0	0	0	0
Ugt1a9|Ugt1a9	0	0	0	0	0	0
Ugt1a7c|Ugt1a7c	0	0	96	279	648	251
Ugt1a6b|Ugt1a6b	0	0	0	0	6	0
Ugt1a5|Ugt1a5	0	0	0	0	0	0
Ugt1a2|Ugt1a2	0	0	0	0	1	0
Ugt1a1|Ugt1a1	0	0	0	4	0	19
Ugt1a6a|Ugt1a6a	0	0	0	81	47	26
Dnajb3|Dnajb3	0	0	0	13	22	9
Sag|Sag	56	0	277	237	280	264
Dgkd|Dgkd	1820	1529	1694	3289	1716	3229
Usp40|Usp40	5477	3712	2529	4434	4391	3451
Gm38609|Gm38609	0	0	1	72	68	81
Gm19582|Gm19582	24	0	36	17	8	15
Arl4c|Arl4c	2142	2122	2379	1617	1673	1230
Gm34331|Gm34331	0	0	0	0	0	0
Sh3bp4|Sh3bp4	212	0	441	535	298	358
Mroh2a|Mroh2a	0	0	1	0	5	0
Hjurp|Hjurp	4434	3577	3797	8386	6258	6595
Ackr3|Ackr3	48	127	33	73	212	738
Asb18|Asb18	0	0	0	12	0	18
Gm34616|Gm34616	0	0	0	0	0	20
Gm41915|Gm41915	0	0	282	137	115	127
Cops8|Cops8	5111	3045	2705	2180	2312	1933
Gm28499|Gm28499	0	0	156	41	23	34
Gm41914|Gm41914	0	0	0	0	0	10
Agap1|Agap1	1395	2138	3172	4359	5302	3469
4933400F21Rik|4933400F21Rik	72	0	571	857	1177	832
Ramp1|Ramp1	919	1417	1256	2401	3172	2313
Ube2f|Ube2f	1960	752	1223	1325	2014	1022
Scly|Scly	182	406	420	2077	1166	1251
Lrrfip1|Lrrfip1	4816	4004	4321	11095	9829	8756
Hes6|Hes6	889	1226	623	855	601	934
Fam132b|Fam132b	0	79	0	4	0	0
Ilkap|Ilkap	1519	1826	1477	2530	2343	1805
Per2|Per2	204	432	1156	3155	1892	3307
Gm35591|Gm35591	0	0	0	30	13	67
Traf3ip1|Traf3ip1	887	166	901	1399	1687	1473
Twist2|Twist2	0	0	65	25	58	111
LOC108167658|LOC108167658	0	0	3	10	5	0
Asb1|Asb1	1396	700	458	814	739	1084
Hdac4|Hdac4	1984	631	3395	3568	3471	2423
LOC108167659|LOC108167659	131	38	424	220	236	222
Mir6900|Mir6900	0	0	0	2	5	4
Ndufa10|Ndufa10	5758	2540	4491	3751	4260	2508
Myeov2|Myeov2	2392	1793	1561	667	1105	731
Dusp28|Dusp28	1056	208	838	578	574	616
5033417F24Rik|5033417F24Rik	297	46	138	79	39	35
Gpc1|Gpc1	4535	3507	3500	5270	1642	4864
Mir149|Mir149	1	0	0	1	0	4
Rnpepl1|Rnpepl1	1480	653	943	1492	1076	1607
9430060I03Rik|9430060I03Rik	2836	2070	2325	680	953	517
Capn10|Capn10	1745	0	1811	2111	1040	1193
Crocc2|Crocc2	0	0	197	96	61	72
Sned1|Sned1	350	1001	452	3626	3430	3443
Mir6901|Mir6901	0	0	1	1	1	1
Mterf4|Mterf4	558	159	204	474	546	611
Ano7|Ano7	308	383	29	101	76	91
Pask|Pask	630	86	223	600	814	762
Mir6345|Mir6345	0	0	0	13	14	9
Gm28535|Gm28535	169	125	39	159	269	187
Ppp1r7|Ppp1r7	769	561	851	1424	1422	1253
Mir6902|Mir6902	26	5	50	28	34	36
Kif1a|Kif1a	39326	25612	28305	30610	29177	23907
Bok|Bok	479	573	684	679	331	819
Hdlbp|Hdlbp	3259	747	3194	3587	3207	3012
Sept2|Sept2	13435	11483	11319	12842	26376	13366
Gm41920|Gm41920	0	0	0	44	39	6
Stk25|Stk25	7000	3180	4386	6616	5417	7181
Farp2|Farp2	382	27	355	378	486	300
Atg4b|Atg4b	1614	2497	2335	2601	2580	2285
Thap4|Thap4	2253	206	452	2311	747	1311
Dtymk|Dtymk	2490	926	1210	2058	3234	2088
Ing5|Ing5	246	318	555	710	1216	877
Neu4|Neu4	0	815	75	1317	1224	1105
D2hgdh|D2hgdh	938	679	378	802	920	972
Fam174a|Fam174a	3697	2661	4880	2054	2082	2468
Gm30431|Gm30431	0	0	0	0	7	7
St8sia4|St8sia4	2984	1233	1224	732	1236	1636
Slco6b1|Slco6b1	0	37	7	0	4	0
Slco6c1|Slco6c1	0	0	51	10	5	12
Panct2|Panct2	205	23	96	114	125	29
Slco4c1|Slco4c1	1171	822	951	371	474	353
LOC105246668|LOC105246668	673	72	206	546	861	421
D1Ertd622e|D1Ertd622e	931	476	330	1168	1061	904
Ppip5k2|Ppip5k2	5005	5076	3806	3768	4429	4663
Gin1|Gin1	101	353	728	946	1067	790
Slco6d1|Slco6d1	0	0	0	0	0	0
Gm7967|Gm7967	0	0	45	59	62	38
Cdh20|Cdh20	5245	843	2840	2773	3490	2059
Cntnap5b|Cntnap5b	2167	1536	2184	1586	1841	1660
Gm41923|Gm41923	142	0	17	36	39	13
Pam|Pam	47130	31571	40321	14849	7838	17765
Gm31771|Gm31771	0	0	0	3	7	0
B230216N24Rik|B230216N24Rik	1506	2457	1976	1279	1915	1591
Rnf152|Rnf152	1323	2145	1247	1963	1353	1868
Gm17634|Gm17634	49	150	29	94	37	40
Gm7160|Gm7160	3	0	0	9	12	7
Zcchc2|Zcchc2	148	495	754	1175	1502	1153
Pign|Pign	4352	2130	2986	2033	2398	2538
2310035C23Rik|2310035C23Rik	4635	4113	3918	4867	4708	5038
Phlpp1|Phlpp1	797	444	545	3338	4108	2578
Mir3473f|Mir3473f	0	0	0	2	0	0
Gm37053|Gm37053	0	0	3	95	185	175
Bcl2|Bcl2	3967	2801	1731	3371	2477	2576
Kdsr|Kdsr	10856	8216	8342	4692	7795	6633
Vps4b|Vps4b	1275	1182	1698	1544	2184	1779
Cdh19|Cdh19	0	39	8	1539	2918	2180
Cdh7|Cdh7	6023	3899	6097	2678	3415	2711
Dsel|Dsel	5896	3290	4310	2418	1977	2364
Gm32810|Gm32810	730	550	530	533	619	343
Gm41931|Gm41931	0	0	0	2	0	0
Nifk|Nifk	864	792	82	397	543	333
Tsn|Tsn	11387	7254	8205	6341	7314	5586
LOC108167704|LOC108167704	68	627	0	130	153	118
Cntnap5a|Cntnap5a	7524	4930	7513	6859	6014	6035
Gm41935|Gm41935	0	0	81	16	9	13
Tfcp2l1|Tfcp2l1	0	36	34	53	81	51
Inhbb|Inhbb	1659	678	2287	508	563	526
Ralb|Ralb	1166	209	1644	1022	1139	926
Tmem185b|Tmem185b	8348	5662	8471	2467	2863	3285
Clasp1|Clasp1	7501	5854	6441	9359	7686	8383
2900060B14Rik|2900060B14Rik	158	0	161	114	179	104
Epb41l5|Epb41l5	1084	577	1378	1569	1549	941
Gm28209|Gm28209	0	0	20	38	14	7
Tmem177|Tmem177	4140	810	2163	1094	734	1047
Ptpn4|Ptpn4	1296	801	2307	1427	1726	986
Dbi|Dbi	4831	1701	2444	1732	3361	1625
3110009E18Rik|3110009E18Rik	242	0	92	83	82	163
Steap3|Steap3	635	270	0	503	355	600
C1ql2|C1ql2	13891	6811	4415	1544	916	4409
Celrr|Celrr	16	0	70	19	60	41
LOC108167723|LOC108167723	46	0	63	7	4	6
2610027F03Rik|2610027F03Rik	76	14	275	15	27	0
En1|En1	4776	3015	3803	245	267	258
Gm34352|Gm34352	416	120	303	17	18	11
2210011K15Rik|2210011K15Rik	0	0	0	0	0	0
Htr5b|Htr5b	570	824	303	141	169	150
Ccdc93|Ccdc93	976	325	1818	2130	2393	1939
Insig2|Insig2	9243	8576	9015	5132	6455	4964
Ddx18|Ddx18	2362	2047	1803	1697	1971	1338
Actr3|Actr3	3162	3288	2461	1944	3062	2366
Slc35f5|Slc35f5	6658	3900	4948	2035	2356	2211
Gm41943|Gm41943	0	0	0	11	13	10
Lypd1|Lypd1	4055	4351	6512	2163	2139	3264
Gpr39|Gpr39	0	212	0	69	8	14
Dpp10|Dpp10	12074	11816	11094	4444	5275	5106
Gm41941|Gm41941	160	0	0	347	404	265
Nckap5|Nckap5	755	1054	548	1390	767	803
Gm35562|Gm35562	223	751	299	824	835	814
Mgat5|Mgat5	9053	7392	10000	6864	5955	8006
Gm8451|Gm8451	4	8	7	10	16	21
Gm41947|Gm41947	115	146	20	134	118	117
Tmem163|Tmem163	1283	845	976	955	1184	817
Zranb3|Zranb3	161	558	515	572	916	470
Gm28800|Gm28800	0	0	0	14	16	10
Gm35993|Gm35993	0	0	0	0	0	0
Acmsd|Acmsd	0	116	5	7	39	16
Map3k19|Map3k19	505	0	104	348	465	327
Rab3gap1|Rab3gap1	4360	2526	6755	3940	4361	4034
2900009J06Rik|2900009J06Rik	0	0	29	13	0	14
Ccnt2|Ccnt2	8046	6592	7520	11446	13745	9301
R3hdm1|R3hdm1	8596	7894	6300	10304	10021	9364
Mir128-1|Mir128-1	2	0	5	0	6	18
Mcm6|Mcm6	92	0	259	184	218	244
Dars|Dars	1962	370	2400	1813	2099	1337
Ubxn4|Ubxn4	15939	11809	12253	8092	12684	7630
Gm41949|Gm41949	7862	3054	5911	3821	7058	5506
Thsd7b|Thsd7b	1639	2034	2101	2042	1070	2520
Gm36347|Gm36347	0	0	0	0	0	2
AA986860|AA986860	139	599	38	184	135	72
Gm28857|Gm28857	0	0	0	11	18	0
Dyrk3|Dyrk3	0	494	501	132	218	252
Mapkapk2|Mapkapk2	545	579	572	524	420	371
Cd55b|Cd55b	0	0	0	4	0	0
Cd55|Cd55	3464	1684	2437	1464	1388	889
Gm16083|Gm16083	552	995	587	961	844	1012
Zp3r|Zp3r	34	0	29	67	56	61
C4bp|C4bp	0	0	0	0	11	0
Pfkfb2|Pfkfb2	4170	1343	1846	3144	3801	4017
Gm15674|Gm15674	170	0	0	27	32	43
C4bp-ps1|C4bp-ps1	0	0	0	35	34	18
Yod1|Yod1	2658	1806	2257	1042	1365	1630
Eif2d|Eif2d	2497	3076	1682	2606	2503	2163
Rassf5|Rassf5	1875	474	1032	1227	1020	1151
Gm29953|Gm29953	219	4	169	267	85	269
Ikbke|Ikbke	149	22	35	187	83	92
Fam72a|Fam72a	68	38	6	43	46	100
Rab29|Rab29	294	149	64	324	579	251
Slc41a1|Slc41a1	2389	0	1149	2500	1796	2900
Srgap2|Srgap2	4536	1192	3043	5444	4061	4774
Slc45a3|Slc45a3	0	0	268	592	317	556
Nucks1|Nucks1	2037	3328	2514	1449	2193	2198
Elk4|Elk4	532	101	523	720	1103	777
Mfsd4a|Mfsd4a	2969	525	4110	2772	2433	2828
Cdk18|Cdk18	493	370	55	1109	839	747
Gm29695|Gm29695	35	0	59	430	482	601
Lemd1|Lemd1	45	0	219	261	330	149
Mir135b|Mir135b	0	0	0	0	0	0
Klhdc8a|Klhdc8a	1337	531	2067	621	593	567
Nuak2|Nuak2	503	17	72	375	264	277
Gm30744|Gm30744	100	234	3	13	47	0
Tmcc2|Tmcc2	1387	402	1192	1893	1359	2008
Dstyk|Dstyk	3441	2431	3074	2725	3110	2791
Rbbp5|Rbbp5	3012	44	2196	1936	1928	1507
Tmem81|Tmem81	0	0	0	0	0	0
Cntn2|Cntn2	7417	5474	6072	21196	14355	20660
Nfasc|Nfasc	13672	7355	18047	33526	27334	26467
LOC108167727|LOC108167727	427	0	131	994	663	712
Gm10538|Gm10538	185	148	0	51	18	31
Gm31159|Gm31159	1336	677	444	1539	988	1058
Lrrn2|Lrrn2	12965	9947	16161	9867	2896	11032
Mdm4|Mdm4	5020	1694	4138	8219	12377	8512
Gm41953|Gm41953	0	0	0	0	10	0
Gm28609|Gm28609	15	0	0	373	179	267
Pik3c2b|Pik3c2b	484	201	646	2770	2785	3239
Ppp1r15b|Ppp1r15b	4808	870	2749	2296	2633	4085
Golt1a|Golt1a	0	0	0	0	0	0
Kiss1|Kiss1	0	0	0	21	0	0
Etnk2|Etnk2	350	399	349	1418	639	817
Snrpe|Snrpe	1237	139	293	350	479	385
Plekha6|Plekha6	3694	1755	1340	4560	3964	6641
Gm19461|Gm19461	857	227	586	804	593	508
Optc|Optc	305	0	111	67	87	67
Prelp|Prelp	93	615	1298	1894	2038	2880
LOC105246710|LOC105246710	0	0	0	0	0	0
Chil1|Chil1	1289	1770	1017	2071	2780	1464
Atp2b4|Atp2b4	6961	2876	5094	3782	2616	5218
Mir6903|Mir6903	1	0	0	1	1	1
Zc3h11a|Zc3h11a	8027	7337	6986	12442	23590	13812
Zbed6|Zbed6	1326	2108	1370	1763	1209	2365
Btg2|Btg2	7612	5942	5351	2359	2045	2252
Mybph|Mybph	0	0	0	9	18	7
Adora1|Adora1	7137	2081	4515	9865	5250	9498
Ppfia4|Ppfia4	1564	780	1217	4514	1987	4281
Gm32267|Gm32267	43	72	11	31	14	38
Tmem183a|Tmem183a	3266	3524	3036	2295	2290	2406
Cyb5r1|Cyb5r1	7530	2891	6182	1716	1986	2068
Klhl12|Klhl12	909	325	946	1158	1300	1247
Gm29376|Gm29376	0	0	0	11	0	13
Adipor1|Adipor1	7373	4728	9041	6626	5392	6352
Rabif|Rabif	1347	946	423	1350	1323	1123
Mgat4e|Mgat4e	0	0	0	0	0	8
LOC108167730|LOC108167730	0	0	0	0	0	0
Kdm5b|Kdm5b	5308	5668	5726	4943	5616	5214
Ube2t|Ube2t	192	0	70	36	75	27
Ptpn7|Ptpn7	0	0	0	49	33	17
Ptprv|Ptprv	29	0	0	150	39	118
Syt2|Syt2	22864	12832	9078	7853	6717	10075
Lgr6|Lgr6	292	113	508	372	292	398
Arl8a|Arl8a	2486	859	2377	1836	2146	2039
Ppp1r12b|Ppp1r12b	3121	3574	4146	6796	5135	6818
Gm32670|Gm32670	0	0	147	197	57	177
Gpr37l1|Gpr37l1	12762	5908	4108	23330	16841	24321
Rnpep|Rnpep	1365	948	1759	3180	2516	2078
Lmod1|Lmod1	202	123	192	129	100	82
Timm17a|Timm17a	3208	1783	3357	3105	4246	2296
Shisa4|Shisa4	9546	5439	10476	9540	9055	9264
Ipo9|Ipo9	2016	3949	5701	6507	4170	5962
Csrp1|Csrp1	1833	536	750	2136	976	2158
Tnni1|Tnni1	0	286	0	538	413	418
Tnnt2|Tnnt2	0	0	0	143	141	113
Phlda3|Phlda3	5233	1987	2576	1687	2008	1494
Nav1|Nav1	5058	4184	7733	13655	21574	12583
Mir1231|Mir1231	0	0	0	2	0	2
Gm32940|Gm32940	1393	2026	329	977	662	2391
Gm4793|Gm4793	12	0	302	771	651	476
Igfn1|Igfn1	0	0	0	0	4	0
Tmem9|Tmem9	23069	12495	20831	10373	10638	10658
Kif21b|Kif21b	592	1449	457	2579	1095	2246
Gpr25|Gpr25	350	312	39	134	50	140
Ddx59|Ddx59	476	472	221	262	335	178
9230116N13Rik|9230116N13Rik	141	87	171	44	57	84
Kif14|Kif14	0	0	0	17	10	0
Gm29485|Gm29485	0	0	0	0	0	0
Camsap2|Camsap2	2025	866	2109	2412	3077	2748
Zfp281|Zfp281	2871	3583	2574	3620	3427	2927
Gm34056|Gm34056	84	0	0	30	17	32
Gm19705|Gm19705	0	0	0	21	29	36
Gm41958|Gm41958	514	155	157	348	451	319
Gm34353|Gm34353	0	0	72	8	9	16
Gm4258|Gm4258	2667	1966	2729	1742	1939	1687
Gm5833|Gm5833	0	0	0	0	0	0
Lhx9|Lhx9	0	0	47	283	624	843
Nek7|Nek7	979	1843	1390	1210	1291	1836
2310009B15Rik|2310009B15Rik	455	101	82	69	100	54
4933436E23Rik|4933436E23Rik	0	0	0	0	0	0
Aspm|Aspm	30	0	0	52	61	61
Crb1|Crb1	212	136	329	131	311	231
Zbtb41|Zbtb41	1981	1234	832	676	1229	974
Gm41962|Gm41962	2415	89	324	310	201	248
Cfh|Cfh	937	405	771	2298	6093	3492
Dennd1b|Dennd1b	1480	850	1238	1143	1151	1485
4930596I21Rik|4930596I21Rik	35	303	101	72	114	51
Gm41960|Gm41960	0	0	35	28	15	24
Kcnt2|Kcnt2	2012	1267	1172	786	841	1322
4930590L20Rik|4930590L20Rik	8	0	3	0	3	21
Glrx2|Glrx2	2775	3329	1144	2820	3231	2953
Cdc73|Cdc73	2788	2411	1675	1017	1576	983
B3galt2|B3galt2	6317	4024	5097	1713	2798	3811
Rgs1|Rgs1	0	0	0	41	129	11
Rgs2|Rgs2	2105	739	749	804	1321	744
Trove2|Trove2	4806	5425	5465	3994	5354	3845
Uchl5|Uchl5	1694	1325	1253	1150	1506	801
Ptgs2os2|Ptgs2os2	22	0	112	0	0	0
Gm15453|Gm15453	12	0	5	4	10	3
Ptgs2os|Ptgs2os	0	80	0	22	8	10
Ptgs2|Ptgs2	542	797	889	38	151	406
Hmcn1|Hmcn1	327	218	14	334	262	201
BC003331|BC003331	6577	3322	3329	2697	4268	2823
Tpr|Tpr	12941	8759	10757	8448	11773	7795
Prg4|Prg4	0	76	23	223	481	573
LOC108167732|LOC108167732	0	0	0	211	210	227
Gm29514|Gm29514	456	96	451	399	442	236
Brinp3|Brinp3	6425	3188	4372	6779	8406	6152
LOC108167733|LOC108167733	492	327	345	259	344	122
Ivns1abp|Ivns1abp	5904	2348	5577	12836	15316	12588
Rnf2|Rnf2	788	586	1198	851	1116	1219
Gm36527|Gm36527	1851	71	263	231	433	226
LOC102640772|LOC102640772	280	41	38	100	119	63
Trmt1l|Trmt1l	3449	2055	2708	5559	5545	3748
Swt1|Swt1	4759	2152	2466	2047	3221	1913
Mir7682|Mir7682	9	0	7	20	26	22
Fam129a|Fam129a	0	0	0	152	171	67
Edem3|Edem3	5840	5149	4715	2187	3851	4806
Gm41970|Gm41970	0	0	0	7	20	8
Tsen15|Tsen15	1243	1122	562	809	909	665
1700025G04Rik|1700025G04Rik	842	390	1763	1689	1838	1443
Colgalt2|Colgalt2	4628	3266	4771	925	794	867
Rgl1|Rgl1	1611	1861	528	1411	1135	1549
LOC108167734|LOC108167734	0	110	0	183	173	212
Apobec4|Apobec4	42	0	0	22	27	47
Arpc5|Arpc5	5472	2089	3241	3327	5046	2982
Ncf2|Ncf2	594	0	78	194	457	223
Smg7|Smg7	3022	2802	3582	4030	3309	4648
Shcbp1l|Shcbp1l	269	92	136	191	161	169
Lamc1|Lamc1	1565	921	668	1640	2770	2206
Nmnat2|Nmnat2	2983	1083	3569	3510	2615	3048
Dhx9|Dhx9	2464	1259	1309	910	741	887
LOC108167735|LOC108167735	0	0	0	31	12	3
Npl|Npl	0	362	11	223	183	94
Rgs16|Rgs16	666	0	257	438	274	233
Rgs8|Rgs8	3541	81	2819	2392	1878	2166
Rnasel|Rnasel	216	771	362	709	439	487
Gm30327|Gm30327	0	0	0	0	0	0
LOC108167736|LOC108167736	159	0	140	507	574	346
LOC108167737|LOC108167737	0	0	0	9	26	4
Rgsl1|Rgsl1	0	0	68	119	103	121
Gm41974|Gm41974	0	0	0	0	4	0
Teddm2|Teddm2	0	0	0	12	3	27
Teddm1b|Teddm1b	4	0	0	10	10	2
Teddm1a|Teddm1a	0	0	151	19	24	4
Gm38440|Gm38440	127	156	51	305	324	312
Mir8114|Mir8114	3	1	3	81	40	16
Glul|Glul	13143	7987	7866	12373	12275	10568
Gm30521|Gm30521	0	0	18	0	6	0
Gm41976|Gm41976	0	0	0	0	0	0
Gm41980|Gm41980	0	16	0	16	0	18
Gm41979|Gm41979	0	0	0	26	24	9
Gm9530|Gm9530	0	238	0	0	22	17
Ier5|Ier5	233	0	0	94	167	194
Gm30922|Gm30922	0	0	0	0	0	0
Mr1|Mr1	289	0	0	286	544	307
Cacna1e|Cacna1e	7559	8901	9574	8040	7148	9098
BC034090|BC034090	30	56	361	524	390	363
Gm31102|Gm31102	0	0	0	15	0	0
Stx6|Stx6	3164	385	1418	1940	2044	1685
LOC108167738|LOC108167738	870	213	443	497	743	472
Xpr1|Xpr1	4212	3547	3472	4649	4731	4451
Lhx4|Lhx4	0	761	301	73	87	16
Acbd6|Acbd6	1493	458	1283	1022	620	963
Qsox1|Qsox1	13102	8916	15091	5845	4693	6781
Cep350|Cep350	3003	1137	3034	3475	5005	3063
Fam163a|Fam163a	1150	37	1018	553	342	690
Gm30472|Gm30472	0	0	37	11	11	0
Tdrd5|Tdrd5	443	891	828	729	588	508
Tor1aip1|Tor1aip1	6695	3795	4531	4062	3299	3960
Tor1aip2|Tor1aip2	3421	2194	3207	3013	3348	3279
Soat1|Soat1	2150	1520	2009	2421	3973	2855
Tor3a|Tor3a	309	399	815	2018	2825	1552
Abl2|Abl2	2496	956	1813	2173	2169	1990
Fam20b|Fam20b	5201	3023	4817	2803	3227	4102
Gm30694|Gm30694	24	0	20	242	192	260
Ralgps2|Ralgps2	3844	2425	2742	2966	3680	3314
Angptl1|Angptl1	225	117	286	313	316	407
4930439D14Rik|4930439D14Rik	796	241	546	207	129	137
Gm15486|Gm15486	0	0	0	0	0	0
Sec16b|Sec16b	21	0	6	298	142	121
BC026585|BC026585	375	134	0	325	390	282
Rasal2|Rasal2	2686	3258	4205	3515	2675	2998
2810025M15Rik|2810025M15Rik	308	50	260	208	222	108
Brinp2|Brinp2	7980	4600	5152	4667	2253	4788
Pappa2|Pappa2	0	0	83	122	79	17
Rfwd2|Rfwd2	1411	866	1213	1286	2072	1706
Scarna3a|Scarna3a	10	0	0	5	16	9
Mir1843b|Mir1843b	1	0	0	1	1	1
Astn1|Astn1	15001	7987	20762	9334	9087	12491
Mir488|Mir488	0	0	0	2	1	1
Tnr|Tnr	2050	753	2816	4088	3506	4609
Gm31348|Gm31348	44	39	122	353	313	366
Mrps14|Mrps14	4034	3428	2908	2624	2779	2118
Cacybp|Cacybp	4127	2874	2158	1912	2487	1618
Rabgap1l|Rabgap1l	4367	3569	6850	5946	5747	5144
Mir1927|Mir1927	0	0	0	3	0	0
Gpr52|Gpr52	926	863	618	320	354	513
Serpinc1|Serpinc1	157	120	46	89	105	76
Rc3h1|Rc3h1	7053	4378	2916	4036	6433	3943
Cenpl|Cenpl	319	98	214	78	148	51
Dars2|Dars2	617	201	702	786	995	607
Klhl20|Klhl20	2202	27	1354	1529	1411	1263
Zbtb37|Zbtb37	0	173	101	229	185	261
Gas5|Gas5	6317	3369	5815	7472	13433	7762
Snord47|Snord47	71	83	92	71	80	73
Ankrd45|Ankrd45	758	1987	1168	1510	1602	1696
4930469G21Rik|4930469G21Rik	240	456	265	243	162	289
Fasl|Fasl	0	0	0	55	193	33
Prdx6|Prdx6	9372	6566	7445	6426	8807	5222
4930558K02Rik|4930558K02Rik	262	438	9	149	186	142
Pigc|Pigc	1540	2124	1592	2635	2700	2369
Suco|Suco	14186	11040	9972	4739	5301	4941
Mettl13|Mettl13	278	311	268	673	358	809
7420461P10Rik|7420461P10Rik	0	0	0	18	25	21
Myoc|Myoc	180	0	35	2385	3165	2230
Vamp4|Vamp4	4489	5069	5078	4598	6490	3614
Prrc2c|Prrc2c	5136	3483	6618	9024	8525	7455
Dnm3|Dnm3	11054	6604	6524	9557	10650	6762
Gm39688|Gm39688	232	1	155	140	226	128
Gm31985|Gm31985	673	301	235	508	574	520
2810442N19Rik|2810442N19Rik	15	71	0	63	82	71
Dnm3os|Dnm3os	2116	3493	3235	3533	6117	3624
Mir199a-2|Mir199a-2	1	1	1	1	1	1
Mir214|Mir214	1	1	1	1	1	1
Fmo1|Fmo1	0	0	0	362	479	422
Fmo2|Fmo2	0	0	0	30	87	31
Fmo3|Fmo3	0	0	0	0	0	0
Gorab|Gorab	131	116	163	656	760	398
Selp|Selp	0	0	0	30	17	0
Gm16548|Gm16548	0	0	0	0	0	0
F5|F5	0	0	0	17	0	27
Scyl3|Scyl3	861	286	985	1350	1679	1616
BC055324|BC055324	325	59	282	175	216	246
Mettl18|Mettl18	87	82	598	153	175	100
Ccdc181|Ccdc181	144	70	470	277	374	291
Kifap3|Kifap3	16297	10432	10031	6488	5619	5803
Slc19a2|Slc19a2	9674	5230	8452	2297	3372	4203
Blzf1|Blzf1	2206	1220	1892	1773	2555	1539
Dpt|Dpt	0	0	0	13	14	0
Gm32569|Gm32569	0	0	0	0	6	3
Gm39692|Gm39692	0	0	0	21	0	12
Gm32652|Gm32652	11	21	3	32	64	15
Gm20743|Gm20743	163	0	63	287	246	123
Sft2d2|Sft2d2	25	130	96	915	1324	1592
4930568G15Rik|4930568G15Rik	0	0	0	40	35	32
Tiprl|Tiprl	1381	1788	711	1616	2235	1463
Gpr161|Gpr161	678	590	763	363	492	372
Dcaf6|Dcaf6	550	777	863	916	651	1154
Mpc2|Mpc2	2981	1802	1937	1502	1827	1315
Adcy10|Adcy10	59	24	42	193	230	142
Mpzl1|Mpzl1	1170	1638	440	4540	6783	4116
Creg1|Creg1	7637	2618	5233	6385	7811	5619
Gm33224|Gm33224	0	0	0	17	9	36
Gm39693|Gm39693	0	0	0	0	3	0
Ildr2|Ildr2	1619	1406	3227	5272	5762	5111
Pogk|Pogk	678	805	750	1772	1402	1600
Tada1|Tada1	1128	1307	849	1509	2436	1565
Cd247|Cd247	0	0	0	60	15	26
Gm32999|Gm32999	0	0	0	59	34	6
Pou2f1|Pou2f1	2611	1285	1150	2490	1851	2241
Mir6347|Mir6347	0	0	0	0	0	0
Uck2|Uck2	184	313	706	622	346	595
LOC108167744|LOC108167744	0	0	0	0	0	0
LOC102636733|LOC102636733	0	0	0	0	0	0
Fam78b|Fam78b	123	0	430	314	346	253
Gm33610|Gm33610	0	0	9	8	16	19
Tmco1|Tmco1	12551	7358	9295	4619	9196	5564
Aldh9a1|Aldh9a1	1477	415	1690	1947	1897	1529
Rxrg|Rxrg	520	0	306	311	125	128
Mgst3|Mgst3	7500	2744	4659	2224	2792	2092
Lmx1a|Lmx1a	394	479	654	415	137	303
Nme7|Nme7	345	591	370	495	543	285
Gm39690|Gm39690	0	0	37	0	0	10
Gm32391|Gm32391	503	280	504	594	396	534
LOC108167741|LOC108167741	17	0	0	0	6	7
Atp1b1|Atp1b1	377647	226912	339498	162534	196034	187602
Pbx1|Pbx1	13992	9179	11908	2927	4622	3492
Rgs5|Rgs5	0	76	5114	1069	1900	1869
Gm39698|Gm39698	232	143	50	61	52	51
Rgs4|Rgs4	2454	122	1351	3922	2834	3012
Ccdc190|Ccdc190	348	0	47	374	414	309
Uap1|Uap1	978	861	1241	670	803	683
Hsd17b7|Hsd17b7	4028	1750	1881	1952	2303	1296
Ddr2|Ddr2	75	0	35	508	452	858
3110045C21Rik|3110045C21Rik	266	198	38	94	54	93
Gm7694|Gm7694	602	420	276	249	137	212
Uhmk1|Uhmk1	820	24	411	148	67	289
Olfml2b|Olfml2b	882	0	1484	491	401	1229
Nos1ap|Nos1ap	5026	1998	6324	4175	3375	2925
LOC108167745|LOC108167745	1470	1131	766	703	393	478
Dusp12|Dusp12	996	859	1016	2173	2164	1266
Fcrlb|Fcrlb	472	439	166	293	175	184
Fcgr2b|Fcgr2b	111	570	443	889	1941	677
Atf6|Atf6	4979	6500	5671	2114	2166	3032
Gm29733|Gm29733	473	128	237	211	337	247
Fcgr3|Fcgr3	936	1112	1252	3909	8773	2950
Mir6546|Mir6546	0	0	0	0	0	0
Cfap126|Cfap126	215	51	49	86	103	67
Sdhc|Sdhc	2430	1506	1314	1213	1714	1063
LOC108167746|LOC108167746	1040	2075	1613	925	1500	1165
Pcp4l1|Pcp4l1	171	274	1316	988	1278	881
Fcer1g|Fcer1g	640	776	303	1229	3528	1430
Nr1i3|Nr1i3	0	0	55	109	57	76
Apoa2|Apoa2	160	0	220	43	65	40
Tomm40l|Tomm40l	4230	1968	2402	1738	1423	1516
Adamts4|Adamts4	0	0	68	6254	2024	5788
Ndufs2|Ndufs2	8341	3683	3857	4187	5331	3511
