gene_id,CRV01DA,CRV02DA,CRV03DA,CRV04DA,FT01DA,FT01nDA,FT02DA,FT02nDA,FT03DA,FT03nDA,FT04DA,FT04nDA,MN01DA,MN02DA,MN03DA
Sgk3|Sgk3,688,577,386,939,194,1219,273,1614,27,963,362,1358,730,403,371
Vcpip1|Vcpip1,7176,8831,7799,5176,9846,4072,6934,4185,2972,3832,6734,5014,6261,3861,4435
1700034P13Rik|1700034P13Rik,24,31,38,64,76,43,44,33,8,30,19,23,34,7,1
Mcmdc2|Mcmdc2,639,298,494,318,418,808,226,1095,221,723,709,1126,721,704,1546
Snhg6|Snhg6,551,485,384,727,424,188,258,489,165,278,334,370,916,600,659
Snord87|Snord87,38,27,30,36,36,20,10,33,23,13,21,18,135,34,66
Cops5|Cops5,2364,3000,2363,2179,4067,1404,2083,1723,2135,1310,2684,1290,2199,1069,2553
Cspp1|Cspp1,4956,5749,3673,5550,6202,5223,5448,6509,5904,6084,5293,5356,3610,6945,5392
Prex2|Prex2,698,379,1135,688,0,1625,334,1755,39,1651,144,1701,5,488,380
Arfgef1|Arfgef1,3447,4605,2503,3843,2879,2742,842,3161,1800,2967,2330,2439,4058,2706,1782
Gm30898|Gm30898,28,181,59,88,0,180,0,266,0,294,185,136,32,341,0
Sulf1|Sulf1,2116,3107,1533,1088,961,1647,1673,1536,117,645,2290,1462,3747,1000,2116
Ncoa2|Ncoa2,1154,1634,2160,2350,2464,2583,631,2418,1906,2910,1697,2712,1632,1212,1212
A830018L16Rik|A830018L16Rik,3543,2694,2834,1230,1176,2377,1587,2493,984,2054,1380,2453,1989,1118,900
Lactb2|Lactb2,1336,1862,1562,1445,1912,872,3234,1014,667,1015,1342,916,1220,1537,1520
Msc|Msc,116,100,363,77,69,204,17,160,0,115,573,135,575,61,271
Gm39596|Gm39596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eya1|Eya1,27,151,97,116,68,149,16,239,60,291,0,285,0,54,0
Trpa1|Trpa1,165,68,0,27,0,9,185,0,0,0,0,0,0,0,0
Tram1|Tram1,8567,14331,11343,6477,16610,4198,6216,7117,2384,3782,10909,7219,11555,4563,10571
4930444P10Rik|4930444P10Rik,22,0,52,41,422,64,0,46,125,51,113,52,263,98,16
Rpl7|Rpl7,1831,3033,2328,1384,3308,1237,1187,2377,512,1044,1912,1319,3403,3260,4116
Rdh10|Rdh10,562,972,701,437,478,595,590,820,477,535,306,426,1133,92,451
Kcnb2|Kcnb2,4237,4093,7025,3403,4073,2547,4292,2065,3722,2676,2707,2308,4763,2535,2773
Terf1|Terf1,1882,2547,2798,2619,3829,1732,1553,2287,1223,1761,2323,1726,2938,2206,1533
Ube2w|Ube2w,3745,3926,3216,2327,3539,2321,1996,3585,2914,2035,3052,2626,4549,2587,3951
LOC108167614|LOC108167614,1154,1453,1067,707,1009,1206,885,773,822,1499,1156,1359,303,909,538
