	FT01DA	FT02DA	FT04DA	MN01DA	MN02DA	MN03DA	CRV01DA	CRV02DA	CRV03DA	CRV04DA
Emcn|Emcn	0	0	0	0	0	85.9399852004533	160.261719278933	0	92.4909903617621	74.8547376895717
Gm40187|Gm40187	0	0	0	0	166.277192486517	0	69.0948729825339	0	0	38.9654798932017
Ube2r2|Ube2r2	454.926819700856	290.16196894974	510.091692010876	742.948509577669	1205.18740290615	1071.59734632664	1049.85820892906	1026.47645762045	917.914786699505	1141.27839792457
Gm38592|Gm38592	5858.03437215461	6603.42172508528	4908.69486705319	6075.01877119038	4182.70922185075	4320.3409843981	2921.17768553935	3881.66020435547	2819.80935321406	3619.68800060532
Tusc1|Tusc1	0	0	0	627.033938673045	81.205140516671	51.9883861089162	127.633584814958	35.5318773791693	62.1788170499241	3.07622209683171
Cyp2j12|Cyp2j12	0	0	0	0	172.722044908475	201.587619606002	8.63685912281674	180.028178721124	163.219394756051	169.192215325744
Gm12701|Gm12701	0	0	0	177.979065562218	0	0	0	63.1677820074121	93.2682255748862	198.929028928451
Mroh7|Mroh7	0	0	0	328.576736422556	176.58895636165	0	113.238819610264	19.7399318773163	27.2032324593418	164.065178497691
LOC102634683|LOC102634683	0	0	0	0	0	119.89158429199	0	0	22.5398211805975	48.1941461836968
Ccdc27|Ccdc27	0	0	0	117.739997218083	11.6007343595244	74.2691230127374	25.9105773684502	3.1583891003706	26.4259972462177	39.9908872588123
Gm42362|Gm42362	0	0	0	74.8424788518045	23.2014687190489	0	65.2562689279487	0	0	0
Plekhn1|Plekhn1	0	0	0	520.246499335714	0	355.430802989529	10.5561611501093	260.567100780575	0	138.429994357427
Gm29868|Gm29868	0	0	0	0	0	268.429830317465	89.2475442691063	141.337912241585	0	4.10162946244228
Gm5106|Gm5106	0	0	0	82.1441841056391	0	0	42.2246446004374	49.744628330837	120.471458034228	84.0834039800668
Crot|Crot	1310.28007471245	1156.81313612121	1731.8738146031	3447.31759296665	2656.56816833109	3083.22959250021	3355.89959472113	2808.59750750456	2685.3476613436	2904.97906677475
Gm15421|Gm15421	19.6806943630986	12.7824655924996	6.56367986043406	69.3661999114286	122.452196017202	337.39401597215	272.54088787555	38.6902664795399	154.669807411686	98.4391070986148
Gm35055|Gm35055	0	0	2.81300565447174	0	86.3610224542374	80.6350478424007	66.215919941595	90.8036866356549	73.8373452467849	229.691249896768
Gm15614|Gm15614	0	0	0	250.996118100564	78.6271995478878	77.452085427569	369.465640253827	65.53657383269	62.9560522630482	0
Evc|Evc	0	6.39123279624979	36.5690735081326	290.242783839925	61.8705832507969	187.794782475065	288.854955107538	349.791592866044	421.261485513236	243.021545649705
Lyar|Lyar	6.05559826556879	0	30.9430621991891	504.730375671316	983.484479590793	349.064878159866	738.931280507654	211.61206972483	223.066506166603	516.805312267728
Gm40291|Gm40291	0	0	0	0	0	85.9399852004533	23.9912753411576	72.6429493085239	43.5251719349469	30.7622209683171
Gm35394|Gm35394	0	0	0	0	0	153.843183383528	0	104.22684031223	405.716781250755	185.598733175513
Asphd2|Asphd2	3222.33522706579	4023.92016851887	3941.9585904664	2404.08645482504	2857.64756389618	2693.84719041915	1876.11773167852	2084.5368062446	2486.37544678384	1797.53911191533
4930515G01Rik|4930515G01Rik	0	0	0	0	0	136.867383837759	53.740456764193	47.3758365055591	31.8666437380861	0
