	FT01DA	FT02DA	FT04DA	MN01DA	MN02DA	MN03DA	CRV01DA	CRV02DA	CRV03DA	CRV04DA
B230208H11Rik|B230208H11Rik	0	0	0	0	0	111.403684519106	190.010900701968	51.3238228810223	106.481224197995	23.5843694090431
LOC108167797|LOC108167797	0	0	0	158.812089270902	69.6044061571466	96.5498599165587	104.601960487447	0	111.921870689863	284.037840274128
Fam26f|Fam26f	0	0	0	0	219.124982346572	0	96.9247523782767	34.7422801040766	55.1837001318076	51.2703682805286
Mical1|Mical1	0	0	0	0	0	0	0	176.869789620754	501.316712465013	416.315390437892
LOC108167812|LOC108167812	0	0	0	0	257.794096878321	0	110.359866569325	52.113420156115	0	64.600664033466
Upb1|Upb1	0	0	0	0	0	111.403684519106	63.3369669006561	67.1157683828753	19.4308803281013	50.244960914918
Eid3|Eid3	0	0	0	0	360.911735629649	0	33.5877854776206	0	0.777235213124051	104.591551292278
Gm5174|Gm5174	0	0	0	26.4686815451504	568.435983616697	338.455003443761	98.8440544055693	56.0614065315782	170.991746887291	340.43524538271
Gm32898|Gm32898	0	0	0	337.70386798985	0	0	0	578.774802642913	0	256.351841402643
5730420D15Rik|5730420D15Rik	0	0	0	0	128.89704843916	49.8664111656951	48.9422016959615	67.905365657968	64.5105226892963	75.8801450551823
Nab2|Nab2	0	0	0	0	0	0	336.837505789853	0	359.859903676436	57.422812474192
