	x	y	pval	padj
6030426L16Rik|6030426L16Rik	DA	nDA	1.78866617050862e-06	3.68889261110634e-05
Gm20472|Gm20472	DA	nDA	0.00322976672704384	0.0206914599523618
Gm40872|Gm40872	DA	nDA	5.06998564982754e-06	9.14056705601721e-05
Colec11|Colec11	DA	nDA	2.03373389093762e-06	4.10926710516363e-05
Gm31569|Gm31569	DA	nDA	0.00185810818239281	0.0132515633320096
Slc26a4|Slc26a4	DA	nDA	1.40624039138266e-09	6.61566697430945e-08
Prps1l1|Prps1l1	DA	nDA	0.00934353840748981	0.0473256166245945
Arl4aos|Arl4aos	DA	nDA	0.00904744221295232	0.0461916803992906
Foxg1|Foxg1	DA	nDA	0.0013582064956763	0.0103241468883125
Egln3|Egln3	DA	nDA	1.85415768317793e-06	3.8060579483436e-05
Gm40884|Gm40884	DA	nDA	0.00930428923171404	0.0471843471725346
E030019B13Rik|E030019B13Rik	DA	nDA	8.61885918423549e-08	2.52608622855608e-06
Nkx2-1|Nkx2-1	DA	nDA	8.52279684915594e-06	0.000143504921334859
Abhd12b|Abhd12b	DA	nDA	0.00263177932810163	0.0174679074205183
Six1|Six1	DA	nDA	0.00185720151200234	0.0132515633320096
Tmem30b|Tmem30b	DA	nDA	0.00135958873402365	0.0103241468883125
Ppp1r36|Ppp1r36	DA	nDA	8.26767500339576e-06	0.000140179612605913
Gm35189|Gm35189	DA	nDA	0.00921956014733238	0.0469174598676805
Gm35440|Gm35440	DA	nDA	0.00575907659561432	0.032751293438561
Gm40474|Gm40474	DA	nDA	6.13455925862621e-14	7.38944739708036e-12
Gm26698|Gm26698	DA	nDA	0.00467648139939556	0.0277469383911396
Cep128|Cep128	DA	nDA	1.4130490565466e-05	0.000224317700700008
Tshr|Tshr	DA	nDA	3.35314393733392e-07	8.35351983388313e-06
Serpina10|Serpina10	DA	nDA	0.00110183587612807	0.00872468440685828
Syne3|Syne3	DA	nDA	9.07899079910909e-07	2.01456189563632e-05
Gm2721|Gm2721	DA	nDA	0.00787206000198722	0.0413858924277136
LOC108168028|LOC108168028	DA	nDA	0.00631928425542114	0.0352678205970071
Bdkrb2|Bdkrb2	DA	nDA	3.72095933555428e-09	1.55974362358234e-07
Bdkrb1|Bdkrb1	DA	nDA	0.000878633213327971	0.00724145711871771
Gm19554|Gm19554	DA	nDA	0.00134541926605259	0.0102438923909698
Gm36757|Gm36757	DA	nDA	0.00486263051532624	0.0286876880483039
Tdrd9|Tdrd9	DA	nDA	4.22706454923572e-07	1.02095069700274e-05
Aspg|Aspg	DA	nDA	3.12659474860332e-14	4.10445129782219e-12
Sp8|Sp8	DA	nDA	0.00510291706919888	0.0296819450538729
Gm40827|Gm40827	DA	nDA	0.00997403919221956	0.0498997857624439
Aoah|Aoah	DA	nDA	3.11759900702567e-05	0.000439248862667247
LOC108168068|LOC108168068	DA	nDA	0.000324621969790026	0.00314341318184927
Vmn1r206|Vmn1r206	DA	nDA	0.00925962691373253	0.0470449132861549
Btn1a1|Btn1a1	DA	nDA	0.000570535871109004	0.0050824290541742
Btn2a2|Btn2a2	DA	nDA	2.59554639972057e-05	0.000376088325981983
Hist1h4c|Hist1h4c	DA	nDA	0.0040930000125698	0.0249363885886079
G630018N14Rik|G630018N14Rik	DA	nDA	0.00174055685882628	0.0125851675514672
Foxf2|Foxf2	DA	nDA	0.000490511189555087	0.00447130012832274
Serpinb6b|Serpinb6b	DA	nDA	0.000103132255486196	0.00120328282970935
Ppp1r3g|Ppp1r3g	DA	nDA	2.68906100800972e-08	9.09757476521561e-07
