	x	y	pval	padj
Ggt7|Ggt7	FoodTrained	Maintenance	9.39441683575485e-09	9.21772391806681e-07
Trp53inp2|Trp53inp2	FoodTrained	Maintenance	4.39537050671097e-21	2.08087828213964e-17
Trpc4ap|Trpc4ap	FoodTrained	Maintenance	0.000143981940402615	0.00393446754026596
Edem2|Edem2	FoodTrained	Maintenance	0.000457234374724936	0.0104070280699112
Phf20|Phf20	FoodTrained	Maintenance	7.18486989628934e-10	1.07133764744907e-07
4930405A21Rik|4930405A21Rik	FoodTrained	Maintenance	0.00328692362645436	0.0485457751305062
Src|Src	FoodTrained	Maintenance	3.73348921802441e-05	0.00123387583458513
Rprd1b|Rprd1b	FoodTrained	Maintenance	1.5632080524435e-06	7.04820735455298e-05
Gm34402|Gm34402	FoodTrained	Maintenance	4.32313752732382e-13	1.8606194398848e-10
9430021M05Rik|9430021M05Rik	FoodTrained	Maintenance	0.00138893944716185	0.0249784865250751
Gm14317|Gm14317	FoodTrained	Maintenance	0.00335958045336179	0.0492029162585693
Pigt|Pigt	FoodTrained	Maintenance	0.00334417446965828	0.0490919627379215
Dnttip1|Dnttip1	FoodTrained	Maintenance	0.000167099101046772	0.00445057057176191
Neurl2|Neurl2	FoodTrained	Maintenance	2.26011207060513e-05	0.00079553424314218
LOC105244413|LOC105244413	FoodTrained	Maintenance	0.00152381774500511	0.0269687258291232
Pcif1|Pcif1	FoodTrained	Maintenance	0.00225810200219546	0.0363310769885943
Slc12a5|Slc12a5	FoodTrained	Maintenance	0.00131074881488431	0.0239822708284678
Cdh22|Cdh22	FoodTrained	Maintenance	5.014755244613e-05	0.00158010682308214
Gm36803|Gm36803	FoodTrained	Maintenance	1.86256912547601e-10	3.49222490387517e-08
Elmo2|Elmo2	FoodTrained	Maintenance	3.31539804574719e-07	1.61813641217306e-05
Eya2|Eya2	FoodTrained	Maintenance	1.03952172146603e-08	9.82782743465753e-07
Ncoa3|Ncoa3	FoodTrained	Maintenance	0.000249410125318586	0.00625573449424909
B4galt5|B4galt5	FoodTrained	Maintenance	4.3892573950613e-05	0.00140641907428555
Gm31932|Gm31932	FoodTrained	Maintenance	0.00144648308628114	0.0258172009471309
Mocs3|Mocs3	FoodTrained	Maintenance	5.42214439988399e-05	0.00169286334606932
Gm38422|Gm38422	FoodTrained	Maintenance	0.000864993527384334	0.0174330090079518
Mc3r|Mc3r	FoodTrained	Maintenance	0.00311129758105321	0.0467237448789886
Lsm14b|Lsm14b	FoodTrained	Maintenance	0.00263980226404977	0.0411439798142473
4921531C22Rik|4921531C22Rik	FoodTrained	Maintenance	0.000420365673350338	0.0097078838490675
Arfgap1|Arfgap1	FoodTrained	Maintenance	4.32628474826487e-07	2.0899707723952e-05
Eef1a2|Eef1a2	FoodTrained	Maintenance	7.03098068360587e-05	0.00211678348498322
Kcnq2|Kcnq2	FoodTrained	Maintenance	0.00168450835985677	0.0292120282148422
Zfp512b|Zfp512b	FoodTrained	Maintenance	0.000585227617508674	0.0125651421686641
Gm41998|Gm41998	FoodTrained	Maintenance	0.000673531143247073	0.0141091363491923
Bhlhe22|Bhlhe22	FoodTrained	Maintenance	0.000105668656539905	0.00299557986361705
Armc1|Armc1	FoodTrained	Maintenance	0.00152223151590614	0.0269658542719501
4930429B21Rik|4930429B21Rik	FoodTrained	Maintenance	9.02736402187563e-05	0.00260199684143468
Mfn1|Mfn1	FoodTrained	Maintenance	0.000900509281254992	0.0179325989838841
Mccc1os|Mccc1os	FoodTrained	Maintenance	8.82890249454507e-06	0.000346155127410352
Exosc9|Exosc9	FoodTrained	Maintenance	0.000268633658251249	0.00667600470643556
Fgf2|Fgf2	FoodTrained	Maintenance	2.98349956093163e-07	1.46749431650292e-05
Fat4|Fat4	FoodTrained	Maintenance	0.0001165785629096	0.00327058999380605
Abhd18|Abhd18	FoodTrained	Maintenance	0.00162097729778957	0.0283177556164585
Sertm1|Sertm1	FoodTrained	Maintenance	0.000542950235320684	0.0118865301806564
Med12l|Med12l	FoodTrained	Maintenance	0.00152657503479245	0.0269922982575766
F630111L10Rik|F630111L10Rik	FoodTrained	Maintenance	0.00212171690585289	0.034655687949848
Gm33923|Gm33923	FoodTrained	Maintenance	4.15209526028976e-09	5.00007530682649e-07
Gfm1|Gfm1	FoodTrained	Maintenance	0.00121996913827945	0.0226052402853209
Map9|Map9	FoodTrained	Maintenance	4.56163237916508e-05	0.00145643156470269
Rbm46|Rbm46	FoodTrained	Maintenance	0.000538660746707754	0.011819951981929
Tlr2|Tlr2	FoodTrained	Maintenance	1.93916101514454e-05	0.000699464612262706
Gm30352|Gm30352	FoodTrained	Maintenance	1.72472623894399e-08	1.36088086612009e-06
Bcan|Bcan	FoodTrained	Maintenance	0.000488077561283083	0.0109771078123726
Arhgef2|Arhgef2	FoodTrained	Maintenance	5.46901790681131e-06	0.000221296564318987
Rusc1|Rusc1	FoodTrained	Maintenance	2.38781517597779e-08	1.78727494021705e-06
Hcn3|Hcn3	FoodTrained	Maintenance	1.49714985934452e-05	0.000557267588107918
Pmvk|Pmvk	FoodTrained	Maintenance	0.000146691038523754	0.00398652182246302
Slc27a3|Slc27a3	FoodTrained	Maintenance	0.000269570415892466	0.00669050454227475
Celf3|Celf3	FoodTrained	Maintenance	3.52241149242063e-05	0.00117353330620025
Rfx5|Rfx5	FoodTrained	Maintenance	0.00125367454111691	0.0231844089698544
Aph1a|Aph1a	FoodTrained	Maintenance	1.17633789968274e-06	5.40687155492527e-05
Casq2|Casq2	FoodTrained	Maintenance	8.96070766543463e-16	1.32120433486075e-12
Kcna2|Kcna2	FoodTrained	Maintenance	1.39054211469023e-05	0.000523512843457036
Ampd2|Ampd2	FoodTrained	Maintenance	0.000125878595760917	0.00348503357883698
Prpf38b|Prpf38b	FoodTrained	Maintenance	0.00289450698373995	0.0443456778015503
Slc30a7|Slc30a7	FoodTrained	Maintenance	0.00250344019499511	0.0393751220702844
F3|F3	FoodTrained	Maintenance	0.00168948185339117	0.0292322356499278
Gm35408|Gm35408	FoodTrained	Maintenance	6.60089404162938e-09	7.14292174093346e-07
6330410L21Rik|6330410L21Rik	FoodTrained	Maintenance	8.49367448122487e-14	5.36149045503184e-11
LOC108168900|LOC108168900	FoodTrained	Maintenance	6.26341083397529e-05	0.00192549043771088
Gm40150|Gm40150	FoodTrained	Maintenance	1.18344699376646e-12	4.35543680094726e-10
Bdh2|Bdh2	FoodTrained	Maintenance	4.23348850920191e-06	0.000176196861315949
Slc39a8|Slc39a8	FoodTrained	Maintenance	0.00159160470541437	0.0279334738706505
Nfkb1|Nfkb1	FoodTrained	Maintenance	2.226647357692e-05	0.00078667949650398
Emcn|Emcn	FoodTrained	Maintenance	1.19990327639486e-08	1.08202706405188e-06
Bcl10|Bcl10	FoodTrained	Maintenance	0.00231979026890985	0.0370091561266604
LOC108167379|LOC108167379	FoodTrained	Maintenance	0.00191929470935661	0.0321928112587123
Gm40187|Gm40187	FoodTrained	Maintenance	7.26801041733283e-08	4.12078782254586e-06
Ints8|Ints8	FoodTrained	Maintenance	0.00114532742130428	0.0214530814809487
Gm42256|Gm42256	FoodTrained	Maintenance	0.000448595799450119	0.0102473566395499
Gm11884|Gm11884	FoodTrained	Maintenance	1.69662932119826e-08	1.34996090149292e-06
Srsf12|Srsf12	FoodTrained	Maintenance	0.00181152249407435	0.0308774090641638
Zfp292|Zfp292	FoodTrained	Maintenance	4.6154308442131e-05	0.00146894813272039
Ube2r2|Ube2r2	FoodTrained	Maintenance	0.000218063811180174	0.00558037080043103
Fam219a|Fam219a	FoodTrained	Maintenance	2.08504184986356e-12	7.17898863833933e-10
Cntfr|Cntfr	FoodTrained	Maintenance	0.000937509691760154	0.0184407936762758
Vcp|Vcp	FoodTrained	Maintenance	0.00189742300687679	0.0319675262288486
Rusc2|Rusc2	FoodTrained	Maintenance	0.00108457758099289	0.0206455447661239
Tln1|Tln1	FoodTrained	Maintenance	1.12205675053361e-08	1.02649220699782e-06
Trim14|Trim14	FoodTrained	Maintenance	0.000646890363345655	0.0136720567083445
Ppp3r2|Ppp3r2	FoodTrained	Maintenance	0.000131991129255162	0.00363301746323402
Dnajc25|Dnajc25	FoodTrained	Maintenance	3.1568922131719e-06	0.000133740643939231
Ptprd|Ptprd	FoodTrained	Maintenance	0.000454580177804173	0.0103590671805988
Slc24a2|Slc24a2	FoodTrained	Maintenance	0.0021973011753899	0.0355339815186666
Tusc1|Tusc1	FoodTrained	Maintenance	7.11264241374732e-08	4.04480808976375e-06
Jun|Jun	FoodTrained	Maintenance	2.78315331174144e-09	3.53721974929178e-07
Gm12693|Gm12693	FoodTrained	Maintenance	0.00146548587757596	0.0261071552809557
Cyp2j12|Cyp2j12	FoodTrained	Maintenance	3.53779113868772e-05	0.00117535352268999
Gm12701|Gm12701	FoodTrained	Maintenance	1.00961568273949e-09	1.47069939877214e-07
Gm35760|Gm35760	FoodTrained	Maintenance	0.000384766892579586	0.00900658917772513
Prkaa2|Prkaa2	FoodTrained	Maintenance	3.27733620441059e-06	0.000138224756576667
Usp24|Usp24	FoodTrained	Maintenance	0.0010628023520712	0.0203707369849922
Mroh7|Mroh7	FoodTrained	Maintenance	1.58315832031376e-05	0.000583273718128048
Ssbp3|Ssbp3	FoodTrained	Maintenance	0.000275902603640696	0.00682084543752463
Fam159a|Fam159a	FoodTrained	Maintenance	0.000636972382004252	0.013492557044759
Dmrta2os|Dmrta2os	FoodTrained	Maintenance	2.1151461479102e-15	2.35614838841032e-12
Dmrta2|Dmrta2	FoodTrained	Maintenance	0.000150109048208727	0.00406668819160037
Pdzk1ip1|Pdzk1ip1	FoodTrained	Maintenance	0.00168420131384779	0.0292120282148422
Lrrc41|Lrrc41	FoodTrained	Maintenance	2.30944768067352e-05	0.00080988908757249
Hectd3|Hectd3	FoodTrained	Maintenance	6.83337654550134e-05	0.00206857452942683
LOC102637578|LOC102637578	FoodTrained	Maintenance	4.31107569935009e-08	2.73039600396631e-06
Ipo13|Ipo13	FoodTrained	Maintenance	0.000511354432233402	0.0113923751567105
St3gal3|St3gal3	FoodTrained	Maintenance	0.00197167272037786	0.032809812219504
Tie1|Tie1	FoodTrained	Maintenance	8.18682214062421e-09	8.24648142962769e-07
Cited4|Cited4	FoodTrained	Maintenance	1.71528930990673e-15	2.03015210385649e-12
Adprhl2|Adprhl2	FoodTrained	Maintenance	0.0019784138656967	0.0328615994817712
Zmym1|Zmym1	FoodTrained	Maintenance	0.000462369073419745	0.010498660843345
Ncdn|Ncdn	FoodTrained	Maintenance	0.000491540903530845	0.0110236340785618
Kpna6|Kpna6	FoodTrained	Maintenance	0.000589965879160188	0.0126525298455906
Ptp4a2|Ptp4a2	FoodTrained	Maintenance	2.57658102825705e-08	1.88388860741714e-06
Hcrtr1|Hcrtr1	FoodTrained	Maintenance	0.000591415220358517	0.0126549491841008
Paqr7|Paqr7	FoodTrained	Maintenance	3.54525032115178e-05	0.00117576891999389
Tmem57|Tmem57	FoodTrained	Maintenance	0.000125793187358958	0.00348503357883698
Lypla2|Lypla2	FoodTrained	Maintenance	2.92967866762718e-14	2.38396647204309e-11
LOC105247188|LOC105247188	FoodTrained	Maintenance	0.000815962909484694	0.016650743121672
Kdm1a|Kdm1a	FoodTrained	Maintenance	0.00309098647554799	0.0464924629765309
Epha8|Epha8	FoodTrained	Maintenance	6.24745161119122e-14	4.07958590210786e-11
Rap1gap|Rap1gap	FoodTrained	Maintenance	2.92163086205466e-10	5.18344185710219e-08
LOC102634683|LOC102634683	FoodTrained	Maintenance	1.37075012052632e-07	7.31208310772028e-06
Pink1|Pink1	FoodTrained	Maintenance	1.89160173982229e-07	9.80534288182887e-06
Atp13a2|Atp13a2	FoodTrained	Maintenance	1.8303879833896e-06	8.11757780830184e-05
Arhgef19|Arhgef19	FoodTrained	Maintenance	3.04599278121064e-15	3.20455362765478e-12
Tnfrsf8|Tnfrsf8	FoodTrained	Maintenance	8.98098329688057e-05	0.00259257440080834
Ubiad1|Ubiad1	FoodTrained	Maintenance	6.78228677885374e-05	0.00205827187069156
Spsb1|Spsb1	FoodTrained	Maintenance	2.83955127341482e-12	9.00726325630532e-10
H6pd|H6pd	FoodTrained	Maintenance	0.00128285670628838	0.0235858810164884
Slc45a1|Slc45a1	FoodTrained	Maintenance	0.00130506056132134	0.0239244257983951
Klhl21|Klhl21	FoodTrained	Maintenance	0.00300648053093591	0.0455834442068321
Kcnab2|Kcnab2	FoodTrained	Maintenance	2.67362390893997e-05	0.00091721768049993
Ajap1|Ajap1	FoodTrained	Maintenance	8.4948258611071e-09	8.42233075035525e-07
Ccdc27|Ccdc27	FoodTrained	Maintenance	2.63842862494376e-05	0.000908434961282907
Wrap73|Wrap73	FoodTrained	Maintenance	0.00126207846014096	0.0232598584986423
Gm42362|Gm42362	FoodTrained	Maintenance	2.04439766442676e-07	1.05203148291439e-05
Gabrd|Gabrd	FoodTrained	Maintenance	2.3027829083859e-07	1.1722526864544e-05
B930041F14Rik|B930041F14Rik	FoodTrained	Maintenance	3.20335172967847e-08	2.23021587150445e-06
Tmem88b|Tmem88b	FoodTrained	Maintenance	0.00168940679154277	0.0292322356499278
Tas1r3|Tas1r3	FoodTrained	Maintenance	2.73322063189789e-08	1.96056814796403e-06
Plekhn1|Plekhn1	FoodTrained	Maintenance	8.96829149649739e-05	0.00259257440080834
Dhrsx|Dhrsx	FoodTrained	Maintenance	1.46486460986602e-06	6.63639739641934e-05
Gm29868|Gm29868	FoodTrained	Maintenance	7.02733278028296e-09	7.31190114616585e-07
Gm5106|Gm5106	FoodTrained	Maintenance	2.85386172771991e-12	9.00726325630532e-10
Crot|Crot	FoodTrained	Maintenance	1.57346927542174e-06	7.07762177402887e-05
Napepld|Napepld	FoodTrained	Maintenance	5.36781676541658e-05	0.0016829527497797
Gm15421|Gm15421	FoodTrained	Maintenance	0.000185648139075163	0.00480932805699913
Kcnh2|Kcnh2	FoodTrained	Maintenance	8.95119455781211e-06	0.000350224734176215
Abcb8|Abcb8	FoodTrained	Maintenance	2.64755494327146e-05	0.000909922830503298
Fastk|Fastk	FoodTrained	Maintenance	6.31314950000121e-10	9.79935344930516e-08
Chpf2|Chpf2	FoodTrained	Maintenance	9.70130796534015e-13	3.7464718183868e-10
Paxip1|Paxip1	FoodTrained	Maintenance	0.000608805065803373	0.012983042264773
Gm35055|Gm35055	FoodTrained	Maintenance	0.00328512288009739	0.0485457751305062
Gm15614|Gm15614	FoodTrained	Maintenance	1.97573020465107e-05	0.000711300435085121
Sh3bp2|Sh3bp2	FoodTrained	Maintenance	0.00056594786649759	0.012263397275098
Trmt44|Trmt44	FoodTrained	Maintenance	0.00308850261381333	0.0464924629765309
Ablim2|Ablim2	FoodTrained	Maintenance	0.000523153358215258	0.011587082040377
Gm32528|Gm32528	FoodTrained	Maintenance	6.80748124826649e-09	7.22074087088338e-07
Gm1043|Gm1043	FoodTrained	Maintenance	0.00302725289452148	0.0457884089964483
Evc|Evc	FoodTrained	Maintenance	0.00243915550016928	0.0384598565418032
Lyar|Lyar	FoodTrained	Maintenance	8.50136482204318e-08	4.77716159154397e-06
Gm40291|Gm40291	FoodTrained	Maintenance	7.0460608567122e-11	1.58846731480427e-08
Prom1|Prom1	FoodTrained	Maintenance	2.34115263322242e-10	4.26292378993586e-08
Kcnip4|Kcnip4	FoodTrained	Maintenance	2.36566920989157e-05	0.000826543871360085
Pcdh7|Pcdh7	FoodTrained	Maintenance	0.000526927438050002	0.0116570384279824
Hopx|Hopx	FoodTrained	Maintenance	1.18862971969665e-05	0.000455649412993837
Cdkl2|Cdkl2	FoodTrained	Maintenance	0.00206905712234899	0.0339824238733069
Anxa3|Anxa3	FoodTrained	Maintenance	0.000178368773957176	0.004691346489482
Gm34285|Gm34285	FoodTrained	Maintenance	3.0923824622091e-05	0.00104385822971219
Gm35394|Gm35394	FoodTrained	Maintenance	1.50790758404438e-10	2.91380060398454e-08
Gm35314|Gm35314	FoodTrained	Maintenance	0.000444437699962886	0.0101769246967318
Fam175a|Fam175a	FoodTrained	Maintenance	0.00301262326341913	0.0456400373914945
Pkd2|Pkd2	FoodTrained	Maintenance	0.00181798558402238	0.0309318894920322
Gm8350|Gm8350	FoodTrained	Maintenance	0.00253426692475919	0.0397609053472782
Gak|Gak	FoodTrained	Maintenance	6.30440137181579e-05	0.00193181955951579
Dgkq|Dgkq	FoodTrained	Maintenance	0.000316622404317564	0.00766736377309682
Gtpbp6|Gtpbp6	FoodTrained	Maintenance	0.000131990358119739	0.00363301746323402
Ep400|Ep400	FoodTrained	Maintenance	4.59963269779219e-11	1.11670826151398e-08
Gm26515|Gm26515	FoodTrained	Maintenance	0.00341783808420205	0.0497873844619494
Ssh1|Ssh1	FoodTrained	Maintenance	7.61823751672224e-08	4.30646459266177e-06
Dao|Dao	FoodTrained	Maintenance	0.00096713429210197	0.0188504475967225
Svop|Svop	FoodTrained	Maintenance	4.82932187975056e-09	5.68030238738114e-07
4930515G01Rik|4930515G01Rik	FoodTrained	Maintenance	3.92763421847038e-08	2.56352823126211e-06
Oasl2|Oasl2	FoodTrained	Maintenance	0.00317524803354719	0.0474957914781068
Gm13840|Gm13840	FoodTrained	Maintenance	7.55922971588745e-09	7.65503385720645e-07
Coq5|Coq5	FoodTrained	Maintenance	0.00029861687819843	0.00732501013269904
Gcn1l1|Gcn1l1	FoodTrained	Maintenance	0.000518434880645236	0.0115230062614775
LOC102632031|LOC102632031	FoodTrained	Maintenance	8.95366450441277e-05	0.00259257440080834
Oas1b|Oas1b	FoodTrained	Maintenance	0.000483442125943012	0.0108883683045927
Oas1a|Oas1a	FoodTrained	Maintenance	3.33941829470095e-08	2.28298065872751e-06
Rpl6|Rpl6	FoodTrained	Maintenance	0.00035097363828105	0.00841653044528021
Arpc3|Arpc3	FoodTrained	Maintenance	0.001846280792799	0.0313288704061243
Ccdc62|Ccdc62	FoodTrained	Maintenance	0.00340681855798017	0.0497033305334903
Abcb9|Abcb9	FoodTrained	Maintenance	0.00193351926250772	0.0323740532927575
Scarb1|Scarb1	FoodTrained	Maintenance	0.00202744665844942	0.0334731973592473
Slc15a4|Slc15a4	FoodTrained	Maintenance	0.000244632894322021	0.00616038978693632
Fzd10|Fzd10	FoodTrained	Maintenance	7.07426590160703e-05	0.00211749398877289
Gm38615|Gm38615	FoodTrained	Maintenance	3.02986097439292e-14	2.38396647204309e-11
A330070K13Rik|A330070K13Rik	FoodTrained	Maintenance	1.7435722159499e-05	0.000636185492359216
Stx1a|Stx1a	FoodTrained	Maintenance	0.00174291925297392	0.0299778945445659
Mlxipl|Mlxipl	FoodTrained	Maintenance	3.325900105057e-14	2.38396647204309e-11
Tbl2|Tbl2	FoodTrained	Maintenance	0.000708961644814169	0.0147331403025013
Hip1|Hip1	FoodTrained	Maintenance	0.000190058526567448	0.00491014777299832
Ywhag|Ywhag	FoodTrained	Maintenance	0.000191480769127941	0.00494015166890438
Gm40346|Gm40346	FoodTrained	Maintenance	3.56506216162441e-06	0.000149361907421861
Vgf|Vgf	FoodTrained	Maintenance	3.96170888053968e-05	0.00129678687234561
Ap1s1|Ap1s1	FoodTrained	Maintenance	0.00231554615935664	0.0369725949576194
Pcolce|Pcolce	FoodTrained	Maintenance	2.21554460577902e-06	9.71198337954568e-05
Ppp1r35|Ppp1r35	FoodTrained	Maintenance	8.00830680937298e-05	0.00235781417575824
Gpc2|Gpc2	FoodTrained	Maintenance	1.7739532546391e-06	7.90431830190604e-05
Fam20c|Fam20c	FoodTrained	Maintenance	0.00232518738480905	0.0370640349378189
Uncx|Uncx	FoodTrained	Maintenance	0.00330141288915042	0.0486906977272908
Ints1|Ints1	FoodTrained	Maintenance	1.86925181232165e-05	0.000678123018581132
Lfng|Lfng	FoodTrained	Maintenance	0.0012626675047053	0.0232598584986423
Fbxl18|Fbxl18	FoodTrained	Maintenance	0.000351347852568196	0.00841653044528021
Fscn1|Fscn1	FoodTrained	Maintenance	0.000935771081586307	0.0184398511675337
Rac1|Rac1	FoodTrained	Maintenance	0.00220298247528199	0.0355651143515899
Gm15708|Gm15708	FoodTrained	Maintenance	6.14280751418705e-09	6.76315964512559e-07
Pdap1|Pdap1	FoodTrained	Maintenance	0.000117938467457118	0.00329410141332662
Pds5b|Pds5b	FoodTrained	Maintenance	5.60071618621188e-11	1.31125790927247e-08
1110019D14Rik|1110019D14Rik	FoodTrained	Maintenance	0.00026537358822294	0.00660365261521394
Met|Met	FoodTrained	Maintenance	0.00242578874539988	0.0383448760197308
Tmem229a|Tmem229a	FoodTrained	Maintenance	4.93491205960074e-09	5.76866849831229e-07
Irf5|Irf5	FoodTrained	Maintenance	0.000670973234606783	0.0140867185629142
Cpa4|Cpa4	FoodTrained	Maintenance	1.50495999416929e-08	1.23917508436424e-06
2010107G12Rik|2010107G12Rik	FoodTrained	Maintenance	4.91947212812997e-08	2.96688037230564e-06
Mtpn|Mtpn	FoodTrained	Maintenance	0.000925199783938416	0.0182695602799184
9330158H04Rik|9330158H04Rik	FoodTrained	Maintenance	0.000164565359423685	0.00439545022765347
Gm34389|Gm34389	FoodTrained	Maintenance	0.00138602301048779	0.0249734707417767
Ephb6|Ephb6	FoodTrained	Maintenance	0.000916416433796452	0.0181719141432496
Zyx|Zyx	FoodTrained	Maintenance	0.00211307333389173	0.0345853670906721
Gm16630|Gm16630	FoodTrained	Maintenance	2.49020486451732e-09	3.20795983124929e-07
Repin1|Repin1	FoodTrained	Maintenance	1.01474677665934e-08	9.80421413754998e-07
1700026J14Rik|1700026J14Rik	FoodTrained	Maintenance	2.24688203437743e-12	7.49034257444767e-10
AI854703|AI854703	FoodTrained	Maintenance	5.59668522684177e-10	8.98173119836463e-08
LOC108169140|LOC108169140	FoodTrained	Maintenance	4.06901413996119e-08	2.61203121248967e-06
Smyd1|Smyd1	FoodTrained	Maintenance	1.07428078626218e-07	5.87966914723896e-06
Particl|Particl	FoodTrained	Maintenance	5.40248801130063e-05	0.00169102339619835
Capg|Capg	FoodTrained	Maintenance	2.22607679408489e-05	0.00078667949650398
Mrpl19|Mrpl19	FoodTrained	Maintenance	0.000728911699455308	0.0150856839918963
Pole4|Pole4	FoodTrained	Maintenance	2.2449010838063e-05	0.000791651616835009
Loxl3|Loxl3	FoodTrained	Maintenance	0.00298841392734515	0.0453458289600442
Rtkn|Rtkn	FoodTrained	Maintenance	1.91386040679762e-05	0.000691656002357375
Tprkb|Tprkb	FoodTrained	Maintenance	0.000429924407760755	0.00990447507270732
2310040G24Rik|2310040G24Rik	FoodTrained	Maintenance	1.90768132135879e-12	6.68995577455026e-10
Mxd1|Mxd1	FoodTrained	Maintenance	0.000142942285960432	0.00391736334187078
Gata2|Gata2	FoodTrained	Maintenance	3.01669312754429e-06	0.00012866467963132
Podxl2|Podxl2	FoodTrained	Maintenance	8.91790386271602e-05	0.00258619212018765
Aldh1l1|Aldh1l1	FoodTrained	Maintenance	0.000552157574326972	0.0120324602819676
Lrig1|Lrig1	FoodTrained	Maintenance	7.07857753848785e-05	0.00211749398877289
Frmd4b|Frmd4b	FoodTrained	Maintenance	0.00323370775284181	0.0480665021315269
Mitf|Mitf	FoodTrained	Maintenance	0.00185924233777899	0.0315205659360077
5031434C07Rik|5031434C07Rik	FoodTrained	Maintenance	1.45507043855722e-07	7.71839464844764e-06
Setd5|Setd5	FoodTrained	Maintenance	0.00316824824807714	0.0474285510465112
Prrt3|Prrt3	FoodTrained	Maintenance	7.78252293409359e-06	0.000309616884039769
Creld1|Creld1	FoodTrained	Maintenance	1.21452379297665e-10	2.44674862421265e-08
Gm38876|Gm38876	FoodTrained	Maintenance	2.18901289158818e-08	1.66479265574319e-06
Wnt5b|Wnt5b	FoodTrained	Maintenance	0.00214289908563978	0.0348626116707565
Iqsec3|Iqsec3	FoodTrained	Maintenance	0.00228976186247298	0.036746796940382
Mug-ps1|Mug-ps1	FoodTrained	Maintenance	4.17392490444968e-08	2.65240321864307e-06
Clstn3|Clstn3	FoodTrained	Maintenance	9.66692899455972e-05	0.00277788519529556
Lag3|Lag3	FoodTrained	Maintenance	2.89320634951069e-06	0.000123956218644081
Gpr162|Gpr162	FoodTrained	Maintenance	2.0022916663955e-09	2.61499291631252e-07
Nop2|Nop2	FoodTrained	Maintenance	2.09990386728301e-05	0.000748971924331022
Ltbr|Ltbr	FoodTrained	Maintenance	2.71901416584698e-11	6.95810422414112e-09
Gm33449|Gm33449	FoodTrained	Maintenance	6.52776004351127e-10	9.88929535551783e-08
Gm34148|Gm34148	FoodTrained	Maintenance	1.42387862390292e-08	1.19309688056856e-06
Prmt8|Prmt8	FoodTrained	Maintenance	5.8023732352488e-05	0.00179835584215886
Clec7a|Clec7a	FoodTrained	Maintenance	5.01568056906516e-08	2.98685355145871e-06
Olr1|Olr1	FoodTrained	Maintenance	2.8895272130597e-07	1.42497335504457e-05
Fam234b|Fam234b	FoodTrained	Maintenance	0.00230584539401033	0.0369366314951842
Plbd1|Plbd1	FoodTrained	Maintenance	7.44648165552986e-11	1.65898850718552e-08
Dera|Dera	FoodTrained	Maintenance	0.0019411869649133	0.0324698782634705
Gm28523|Gm28523	FoodTrained	Maintenance	0.00184348511740864	0.0313094866980874
Casc1|Casc1	FoodTrained	Maintenance	0.000327462189323669	0.00791973368993911
Gm35596|Gm35596	FoodTrained	Maintenance	9.23465861347945e-11	2.01007735820069e-08
Ergic2|Ergic2	FoodTrained	Maintenance	0.000945176902165317	0.0185096328813905
Gm38930|Gm38930	FoodTrained	Maintenance	4.55477813469077e-08	2.81079933852823e-06
Leng8|Leng8	FoodTrained	Maintenance	8.80540757680303e-13	3.52658007636232e-10
Tnni3|Tnni3	FoodTrained	Maintenance	1.47983123306188e-08	1.22910368686372e-06
Dnaaf3|Dnaaf3	FoodTrained	Maintenance	0.00271376276830224	0.0420815065567494
Olfr1344|Olfr1344	FoodTrained	Maintenance	9.06989298895798e-16	1.32120433486075e-12
Zfp446|Zfp446	FoodTrained	Maintenance	0.00277051782180204	0.042759002438032
Bbc3|Bbc3	FoodTrained	Maintenance	2.83303359093865e-07	1.40076128228734e-05
Slc1a5|Slc1a5	FoodTrained	Maintenance	0.00189041847774697	0.0318823537100104
Fkrp|Fkrp	FoodTrained	Maintenance	6.72881977126109e-05	0.00204532359563999
Calm3|Calm3	FoodTrained	Maintenance	1.45241705761384e-08	1.21164853832746e-06
Pglyrp1|Pglyrp1	FoodTrained	Maintenance	1.39995518612738e-05	0.000526010939676472
Eml2|Eml2	FoodTrained	Maintenance	0.00183978766112076	0.0312747387240967
Klc3|Klc3	FoodTrained	Maintenance	0.00173626398976434	0.0298905737946976
Nectin2|Nectin2	FoodTrained	Maintenance	7.26995420590654e-07	3.3992869826482e-05
Kcnn4|Kcnn4	FoodTrained	Maintenance	0.000239307715290444	0.00605851631611651
Cadm4|Cadm4	FoodTrained	Maintenance	1.60931635849821e-09	2.19249092668205e-07
Tmem145|Tmem145	FoodTrained	Maintenance	3.78625207826057e-31	7.17002556060204e-27
Megf8|Megf8	FoodTrained	Maintenance	7.06872526117667e-05	0.00211749398877289
Lipe|Lipe	FoodTrained	Maintenance	0.00114519987937519	0.0214530814809487
Ceacam2|Ceacam2	FoodTrained	Maintenance	0.000483556938488802	0.0108883683045927
Axl|Axl	FoodTrained	Maintenance	6.81482873978045e-09	7.22074087088338e-07
Egln2|Egln2	FoodTrained	Maintenance	0.00231408149687405	0.0369725949576194
Akt2|Akt2	FoodTrained	Maintenance	0.000162517039020076	0.00435302003949529
Zfp607|Zfp607	FoodTrained	Maintenance	6.31156238618879e-09	6.86908373030214e-07
Sars2|Sars2	FoodTrained	Maintenance	0.00258650133976285	0.0404798147694951
Map4k1|Map4k1	FoodTrained	Maintenance	2.97041530777489e-06	0.000126976872874341
