	x	y	pval	padj
Gm39585|Gm39585	FoodTrained	Maintenance	4.81351854317214e-06	0.00019730216591353
Snhg6|Snhg6	FoodTrained	Maintenance	0.00292265215584189	0.0446701080509909
Trpa1|Trpa1	FoodTrained	Maintenance	4.39359929909644e-10	7.23492086321647e-08
Rpl7|Rpl7	FoodTrained	Maintenance	0.000939143401037026	0.0184407936762758
Gm28836|Gm28836	FoodTrained	Maintenance	1.19192318406556e-07	6.43061234662379e-06
Gm32790|Gm32790	FoodTrained	Maintenance	1.61085566635731e-05	0.000591306592647274
Fer1l5|Fer1l5	FoodTrained	Maintenance	0.00110444801594022	0.0209149320778599
Sema4c|Sema4c	FoodTrained	Maintenance	0.00282757075434801	0.0434624248174418
Vwa3b|Vwa3b	FoodTrained	Maintenance	0.000264079492924163	0.00658009652303272
4930439A04Rik|4930439A04Rik	FoodTrained	Maintenance	1.01982228544949e-11	2.88244397306821e-09
Il1r2|Il1r2	FoodTrained	Maintenance	0.000501073236928268	0.0112028617328342
Il1rl2|Il1rl2	FoodTrained	Maintenance	1.5058008546935e-10	2.91380060398454e-08
LOC108167622|LOC108167622	FoodTrained	Maintenance	1.18683653002149e-13	7.02347605281782e-11
Gm10561|Gm10561	FoodTrained	Maintenance	0.00171108599782206	0.0295376805294042
Clk1|Clk1	FoodTrained	Maintenance	0.001546053197582	0.027260343950289
Stradb|Stradb	FoodTrained	Maintenance	8.38548897133215e-05	0.00245055562731662
Fam117b|Fam117b	FoodTrained	Maintenance	0.00335224335394181	0.0491722946503455
D230017M19Rik|D230017M19Rik	FoodTrained	Maintenance	0.000385639037733057	0.00901585982413691
Arpc2|Arpc2	FoodTrained	Maintenance	3.09691033268168e-06	0.000131493701726442
Cnppd1|Cnppd1	FoodTrained	Maintenance	0.000192841525054436	0.00496848974143654
Dnajb2|Dnajb2	FoodTrained	Maintenance	0.00216363076547487	0.0351214836783658
Atg9a|Atg9a	FoodTrained	Maintenance	9.79292467394326e-06	0.000380797976489658
Obsl1|Obsl1	FoodTrained	Maintenance	0.000479826892590668	0.0108301333313343
Resp18|Resp18	FoodTrained	Maintenance	0.00197999075929139	0.0328615994817712
Chpf|Chpf	FoodTrained	Maintenance	3.27838638438689e-07	1.60420679486136e-05
Tmem198|Tmem198	FoodTrained	Maintenance	1.68575120511197e-06	7.52902607811449e-05
Slc4a3|Slc4a3	FoodTrained	Maintenance	0.000573377976329338	0.012338703111078
Col4a3|Col4a3	FoodTrained	Maintenance	1.52506344758931e-08	1.24483303909477e-06
Fbxo36|Fbxo36	FoodTrained	Maintenance	0.000806546567772841	0.016527208904654
Ecel1|Ecel1	FoodTrained	Maintenance	0.000420326006241613	0.0097078838490675
Ngef|Ngef	FoodTrained	Maintenance	0.00081035002424525	0.016554043591297
Ugt1a7c|Ugt1a7c	FoodTrained	Maintenance	4.51550627108988e-08	2.81079933852823e-06
Dnajb3|Dnajb3	FoodTrained	Maintenance	2.59203325005047e-05	0.00089571776744901
Asb18|Asb18	FoodTrained	Maintenance	2.77329087611696e-07	1.37481176233055e-05
Ppp1r7|Ppp1r7	FoodTrained	Maintenance	0.00336212566080101	0.0492029162585693
Bok|Bok	FoodTrained	Maintenance	0.0030492784721985	0.0460479955566372
Sept2|Sept2	FoodTrained	Maintenance	3.98103743906254e-05	0.00129923666205768
Gm41920|Gm41920	FoodTrained	Maintenance	1.86253447732769e-09	2.4664905872136e-07
Thap4|Thap4	FoodTrained	Maintenance	0.00327365610409892	0.0484322075338448
Neu4|Neu4	FoodTrained	Maintenance	0.000709259621908985	0.0147331403025013
Pam|Pam	FoodTrained	Maintenance	6.83808235423349e-05	0.00206857452942683
Gm17634|Gm17634	FoodTrained	Maintenance	0.00318970097929737	0.0476743231609742
Tfcp2l1|Tfcp2l1	FoodTrained	Maintenance	0.00056840566544435	0.0122875548932873
C1ql2|C1ql2	FoodTrained	Maintenance	2.10575972087685e-05	0.000749563380342951
Gm41941|Gm41941	FoodTrained	Maintenance	3.80976421548619e-14	2.57662517673793e-11
Gm41949|Gm41949	FoodTrained	Maintenance	0.00027656161804507	0.00682822341710494
Dyrk3|Dyrk3	FoodTrained	Maintenance	0.000548443630619793	0.0119652961210219
Mapkapk2|Mapkapk2	FoodTrained	Maintenance	1.45218173607104e-15	1.90105501557494e-12
Dstyk|Dstyk	FoodTrained	Maintenance	2.39966963626322e-05	0.000836879261545425
Gm10538|Gm10538	FoodTrained	Maintenance	0.00202553572571485	0.03347082900337
Lrrn2|Lrrn2	FoodTrained	Maintenance	2.52541915011591e-05	0.000877502063224679
LOC105246710|LOC105246710	FoodTrained	Maintenance	1.24967648618216e-07	6.68506316916147e-06
Zc3h11a|Zc3h11a	FoodTrained	Maintenance	0.000935542540019107	0.0184398511675337
Tnni1|Tnni1	FoodTrained	Maintenance	3.86185067682002e-15	3.65659331334703e-12
Nav1|Nav1	FoodTrained	Maintenance	5.61902957323981e-06	0.000226881797502009
Ddx59|Ddx59	FoodTrained	Maintenance	2.9674754171676e-10	5.20324833100952e-08
Camsap2|Camsap2	FoodTrained	Maintenance	0.00296734840271252	0.0451394584246662
LOC108167732|LOC108167732	FoodTrained	Maintenance	1.07018650708001e-09	1.53531226398288e-07
LOC108167733|LOC108167733	FoodTrained	Maintenance	0.000241724335665193	0.00611152702869393
Colgalt2|Colgalt2	FoodTrained	Maintenance	0.00134468033697807	0.0244072987398861
Npl|Npl	FoodTrained	Maintenance	0.000124209849563364	0.00344891777299328
Gm9530|Gm9530	FoodTrained	Maintenance	3.96929089302368e-09	4.84944913814125e-07
Mr1|Mr1	FoodTrained	Maintenance	9.40227793926149e-11	2.02330610608858e-08
Gas5|Gas5	FoodTrained	Maintenance	0.00100723997938908	0.0194826843556983
Fmo1|Fmo1	FoodTrained	Maintenance	7.36917753282234e-13	3.03369815084906e-10
Gorab|Gorab	FoodTrained	Maintenance	1.88622171491239e-06	8.3068327012316e-05
Adcy10|Adcy10	FoodTrained	Maintenance	0.000967557430639188	0.0188504475967225
Ildr2|Ildr2	FoodTrained	Maintenance	0.000645654243713629	0.0136611781153128
Usp21|Usp21	FoodTrained	Maintenance	3.9927771772928e-05	0.00129923666205768
Tagln2|Tagln2	FoodTrained	Maintenance	3.67358225570778e-08	2.44093428688906e-06
Igsf8|Igsf8	FoodTrained	Maintenance	3.42323776521378e-12	1.04557828322344e-09
Fmn2|Fmn2	FoodTrained	Maintenance	0.000943407587031395	0.0184941091880057
Cadm3|Cadm3	FoodTrained	Maintenance	0.00195864788506888	0.0326217370268683
Gm29856|Gm29856	FoodTrained	Maintenance	0.000415151342204076	0.00961869719084714
Cdc42bpa|Cdc42bpa	FoodTrained	Maintenance	0.000168694925582822	0.00448047097582315
Dnah14|Dnah14	FoodTrained	Maintenance	1.33293819283653e-08	1.16860419248821e-06
Eprs|Eprs	FoodTrained	Maintenance	0.00134346887802766	0.0244072987398861
Smyd2|Smyd2	FoodTrained	Maintenance	0.000212266232856019	0.0054393581212374
Nsl1|Nsl1	FoodTrained	Maintenance	4.8467989189103e-08	2.93239077084359e-06
Lpgat1|Lpgat1	FoodTrained	Maintenance	1.97733804605882e-06	8.68790036617536e-05
Gm39746|Gm39746	FoodTrained	Maintenance	0.00108494964488813	0.0206455447661239
Cnksr3|Cnksr3	FoodTrained	Maintenance	1.05824000097707e-10	2.20218581302228e-08
B230208H11Rik|B230208H11Rik	FoodTrained	Maintenance	9.89193594124412e-13	3.7464718183868e-10
Gm38480|Gm38480	FoodTrained	Maintenance	0.000709543431160224	0.0147331403025013
LOC108167796|LOC108167796	FoodTrained	Maintenance	0.000200949221903279	0.00516333163525426
LOC108167797|LOC108167797	FoodTrained	Maintenance	2.61796090462984e-05	0.000903029611128876
Ctgf|Ctgf	FoodTrained	Maintenance	0.00157435227666094	0.02773349680291
Fam26f|Fam26f	FoodTrained	Maintenance	3.7681872985179e-13	1.69900387790556e-10
Gm16364|Gm16364	FoodTrained	Maintenance	0.00138783533784249	0.0249784865250751
Cd24a|Cd24a	FoodTrained	Maintenance	0.00107399105132492	0.0205436045847879
Prep|Prep	FoodTrained	Maintenance	0.00158578027219947	0.0278829350182371
LOC108167812|LOC108167812	FoodTrained	Maintenance	1.04320555363066e-09	1.50802928008426e-07
Chst3|Chst3	FoodTrained	Maintenance	1.29913544582791e-08	1.14570174472324e-06
Gm17455|Gm17455	FoodTrained	Maintenance	8.24312891549901e-09	8.25926625782035e-07
Lrrc20|Lrrc20	FoodTrained	Maintenance	7.08924955844123e-05	0.00211749398877289
Dnajc12|Dnajc12	FoodTrained	Maintenance	0.000150371312243016	0.00406797362849428
Upb1|Upb1	FoodTrained	Maintenance	1.30694874100678e-11	3.63966004535961e-09
Cabin1|Cabin1	FoodTrained	Maintenance	0.00121329130014147	0.0225035233602146
Gm867|Gm867	FoodTrained	Maintenance	5.72123048183005e-05	0.0017761137972855
Col18a1|Col18a1	FoodTrained	Maintenance	3.35573949565325e-13	1.58869097072964e-10
Gm40709|Gm40709	FoodTrained	Maintenance	1.37511494898606e-08	1.18164130299494e-06
Palm|Palm	FoodTrained	Maintenance	6.93609120754558e-10	1.04245046981977e-07
Plppr3|Plppr3	FoodTrained	Maintenance	2.92880751285808e-10	5.18344185710219e-08
Cbarp|Cbarp	FoodTrained	Maintenance	2.5835865377249e-06	0.000111701776860494
Atp5d|Atp5d	FoodTrained	Maintenance	0.00198974295802691	0.0329696913902099
Apc2|Apc2	FoodTrained	Maintenance	6.21752684883405e-05	0.00191449277945318
Rexo1|Rexo1	FoodTrained	Maintenance	3.77938953256211e-05	0.00124686933062942
Sppl2b|Sppl2b	FoodTrained	Maintenance	7.20984388979514e-07	3.37952509260026e-05
Gng7|Gng7	FoodTrained	Maintenance	2.31798984362088e-06	0.000100678379973965
Diras1|Diras1	FoodTrained	Maintenance	6.70608551252733e-06	0.000268484442601966
Slc39a3|Slc39a3	FoodTrained	Maintenance	6.6412221625575e-06	0.000266450898500745
Sgta|Sgta	FoodTrained	Maintenance	7.928207438197e-06	0.000314093021458445
Mfsd12|Mfsd12	FoodTrained	Maintenance	4.32828067910779e-05	0.00138923137661465
Apba3|Apba3	FoodTrained	Maintenance	3.84302129329324e-05	0.00126565729097555
LOC108167825|LOC108167825	FoodTrained	Maintenance	3.53841831996527e-08	2.36773949558948e-06
Ncln|Ncln	FoodTrained	Maintenance	3.52611528345536e-05	0.00117353330620025
Tdg|Tdg	FoodTrained	Maintenance	0.00320681761355235	0.0478004407700631
Gm38560|Gm38560	FoodTrained	Maintenance	0.000166819270126204	0.0044493753779999
Eid3|Eid3	FoodTrained	Maintenance	3.07241511690414e-09	3.85313411051746e-07
Tmem263|Tmem263	FoodTrained	Maintenance	0.000791762939433855	0.0162797120348088
Gm5174|Gm5174	FoodTrained	Maintenance	3.06477476413286e-10	5.3245541016866e-08
Gm32898|Gm32898	FoodTrained	Maintenance	1.04199956861096e-08	9.82782743465753e-07
5730420D15Rik|5730420D15Rik	FoodTrained	Maintenance	0.00026309274149996	0.00656414656888636
Atxn7l3b|Atxn7l3b	FoodTrained	Maintenance	0.00154461311932934	0.0272603342411367
Best3|Best3	FoodTrained	Maintenance	9.97654682833063e-12	2.86251314072874e-09
Dyrk2|Dyrk2	FoodTrained	Maintenance	0.00231157954546041	0.0369716062942431
Lemd3|Lemd3	FoodTrained	Maintenance	0.00249972988161382	0.0393494470225444
Dtx3|Dtx3	FoodTrained	Maintenance	0.00336834463096536	0.0492558627618463
Itga7|Itga7	FoodTrained	Maintenance	5.85788969301601e-16	1.00846233742404e-12
8430429K09Rik|8430429K09Rik	FoodTrained	Maintenance	0.000707397976222547	0.0147331403025013
Inpp5j|Inpp5j	FoodTrained	Maintenance	1.49785711753145e-05	0.000557267588107918
Smtn|Smtn	FoodTrained	Maintenance	1.78344226669558e-16	3.75256068937935e-13
Slc35e4|Slc35e4	FoodTrained	Maintenance	0.00190056872269996	0.0319920621349059
Ap1b1|Ap1b1	FoodTrained	Maintenance	0.000955458868809744	0.0186916576432336
Ykt6|Ykt6	FoodTrained	Maintenance	0.000392013942466604	0.00911986244286251
Nacad|Nacad	FoodTrained	Maintenance	0.000564255539227828	0.012263397275098
Pkd1l1|Pkd1l1	FoodTrained	Maintenance	6.25726683893809e-09	6.84935619242605e-07
Ikzf1|Ikzf1	FoodTrained	Maintenance	5.20032897051849e-17	1.23098287143386e-13
Cobl|Cobl	FoodTrained	Maintenance	0.00287733459883052	0.0441556606953432
Lgalsl|Lgalsl	FoodTrained	Maintenance	8.73166706280809e-05	0.00254026478229661
Gm33232|Gm33232	FoodTrained	Maintenance	1.00537836134469e-06	4.64362195824008e-05
Rtn4|Rtn4	FoodTrained	Maintenance	0.000603779348059972	0.0128903827668677
LOC108167894|LOC108167894	FoodTrained	Maintenance	0.00179883592483718	0.0307441840330701
Atp10b|Atp10b	FoodTrained	Maintenance	3.73469910875201e-15	3.65659331334703e-12
Havcr2|Havcr2	FoodTrained	Maintenance	0.000176485007581394	0.00464825672958118
Maml1|Maml1	FoodTrained	Maintenance	1.77797417016419e-05	0.000647490324238449
Zfp354a|Zfp354a	FoodTrained	Maintenance	0.000415487896821722	0.00961869719084714
Ube2b|Ube2b	FoodTrained	Maintenance	0.00235419085662811	0.0373704765730712
Hspa4|Hspa4	FoodTrained	Maintenance	0.000868964661206893	0.0174873366517268
Gdf9|Gdf9	FoodTrained	Maintenance	1.82148939610605e-07	9.50235391020942e-06
Nmur2|Nmur2	FoodTrained	Maintenance	0.00278973282388034	0.0429854926654369
Larp1|Larp1	FoodTrained	Maintenance	0.00034872878821423	0.00838055464773208
Rnf187|Rnf187	FoodTrained	Maintenance	7.00869972807449e-05	0.00211617015237294
Pemt|Pemt	FoodTrained	Maintenance	0.000151776965324362	0.00410014321304915
Rai1|Rai1	FoodTrained	Maintenance	3.26120037057774e-05	0.00109305046756868
Srebf1|Srebf1	FoodTrained	Maintenance	0.000183648847814569	0.00477058742258503
Rnf112|Rnf112	FoodTrained	Maintenance	0.000904283479478224	0.0179689572412163
9630013K17Rik|9630013K17Rik	FoodTrained	Maintenance	0.00206479819273925	0.0339714017166839
Pik3r6|Pik3r6	FoodTrained	Maintenance	0.00113871863636633	0.0214140166999694
Borcs6|Borcs6	FoodTrained	Maintenance	2.06478002876365e-05	0.000741222049381436
Tnfsf12|Tnfsf12	FoodTrained	Maintenance	0.000887621441243587	0.0177496169301265
Dlg4|Dlg4	FoodTrained	Maintenance	0.00120974672824799	0.0224597782282668
Alox15|Alox15	FoodTrained	Maintenance	6.16961833049254e-07	2.92817198808364e-05
Pelp1|Pelp1	FoodTrained	Maintenance	4.3028752296443e-06	0.000178691991718803
Gm12326|Gm12326	FoodTrained	Maintenance	0.00151384636529593	0.0268424238011321
6330403K07Rik|6330403K07Rik	FoodTrained	Maintenance	0.0014100109787491	0.0252614738926886
Camkk1|Camkk1	FoodTrained	Maintenance	0.0031436994280519	0.047098288029287
Gm35117|Gm35117	FoodTrained	Maintenance	0.000180394885281672	0.00470542416333198
Cpd|Cpd	FoodTrained	Maintenance	0.000969588836608543	0.0188706102763165
Mir423|Mir423	FoodTrained	Maintenance	0.000261762585193442	0.00653957529790002
Pipox|Pipox	FoodTrained	Maintenance	0.000380421612357309	0.00893498925268669
Gm29979|Gm29979	FoodTrained	Maintenance	2.56834144813601e-07	1.29352877668488e-05
BC030499|BC030499	FoodTrained	Maintenance	0.00229327068183325	0.0367719448788114
Tefm|Tefm	FoodTrained	Maintenance	0.00209039177351262	0.0342733757705701
Cdk5r1|Cdk5r1	FoodTrained	Maintenance	4.7845650627783e-06	0.000196540799552782
Gm38907|Gm38907	FoodTrained	Maintenance	1.38613674932625e-08	1.18239962261222e-06
LOC108167853|LOC108167853	FoodTrained	Maintenance	2.62577351683408e-08	1.90972435162919e-06
Rasl10b|Rasl10b	FoodTrained	Maintenance	2.899815534043e-05	0.00098943795978689
Mmp28|Mmp28	FoodTrained	Maintenance	1.18283852146299e-07	6.39983230884133e-06
Ccl9|Ccl9	FoodTrained	Maintenance	0.0019162928772753	0.0321709558661014
Gm32650|Gm32650	FoodTrained	Maintenance	1.85370634474748e-05	0.000673774223617715
Hnf1b|Hnf1b	FoodTrained	Maintenance	6.38743559896137e-08	3.65434646336953e-06
Hsf5|Hsf5	FoodTrained	Maintenance	1.52141725301413e-05	0.000563817583568074
Mpo|Mpo	FoodTrained	Maintenance	0.00200484292502677	0.0331868098524754
Gm525|Gm525	FoodTrained	Maintenance	2.4665452214175e-08	1.82456901788997e-06
Msi2|Msi2	FoodTrained	Maintenance	1.64706513023902e-08	1.32163018522612e-06
Mrpl27|Mrpl27	FoodTrained	Maintenance	0.00128770937892426	0.0236521362838883
Itga3|Itga3	FoodTrained	Maintenance	0.00111157657542696	0.0210288967121482
Abi3|Abi3	FoodTrained	Maintenance	7.61529541890063e-07	3.55199136324436e-05
LOC102632302|LOC102632302	FoodTrained	Maintenance	1.59007313344275e-09	2.18197209623228e-07
Nfe2l1|Nfe2l1	FoodTrained	Maintenance	0.000702174796146845	0.014660511703013
Neurod2|Neurod2	FoodTrained	Maintenance	0.0026972832363106	0.0419019299803231
Cdk12|Cdk12	FoodTrained	Maintenance	0.00253144824149369	0.0397496147173847
Ppp1r1b|Ppp1r1b	FoodTrained	Maintenance	0.000140784805633025	0.00386382878880086
Stard3|Stard3	FoodTrained	Maintenance	0.000107991572079287	0.00305229313502308
Ormdl3|Ormdl3	FoodTrained	Maintenance	7.48550362999894e-09	7.62112807748871e-07
Psmd3|Psmd3	FoodTrained	Maintenance	0.00304261861678069	0.0459840931731652
Med24|Med24	FoodTrained	Maintenance	0.00101255383022064	0.0195063396570582
Rara|Rara	FoodTrained	Maintenance	7.80838365524269e-06	0.00030999446809084
Krt26|Krt26	FoodTrained	Maintenance	0.000882568510172199	0.0176672303140919
Zfp385c|Zfp385c	FoodTrained	Maintenance	4.56203996654357e-08	2.81079933852823e-06
Cnp|Cnp	FoodTrained	Maintenance	0.00324314455144072	0.0481312134566088
Aoc2|Aoc2	FoodTrained	Maintenance	4.25291349665338e-05	0.00137320487170027
Aarsd1|Aarsd1	FoodTrained	Maintenance	0.00279362460184997	0.0430104626709211
Vat1|Vat1	FoodTrained	Maintenance	0.000246626096650025	0.0061941092735564
Brca1|Brca1	FoodTrained	Maintenance	1.72012964100069e-08	1.36088086612009e-06
Etv4|Etv4	FoodTrained	Maintenance	1.02970359998814e-06	4.7444031807726e-05
Slc25a39|Slc25a39	FoodTrained	Maintenance	2.62348924559903e-06	0.000113168601011182
Gm16342|Gm16342	FoodTrained	Maintenance	3.48349986142719e-10	5.94297629512132e-08
Adam11|Adam11	FoodTrained	Maintenance	0.00213236620987021	0.034750962922816
Gm34620|Gm34620	FoodTrained	Maintenance	0.00206842632029013	0.0339824238733069
Crhr1|Crhr1	FoodTrained	Maintenance	0.00236779414232633	0.0375221068395261
Mapt|Mapt	FoodTrained	Maintenance	0.000174003077287745	0.00460208976899165
Mrc2|Mrc2	FoodTrained	Maintenance	9.8893306779026e-05	0.00283319599164057
Ace3|Ace3	FoodTrained	Maintenance	6.75803363217857e-09	7.22074087088338e-07
Bptf|Bptf	FoodTrained	Maintenance	0.00126049617093097	0.0232598584986423
Grin2c|Grin2c	FoodTrained	Maintenance	0.000502715254179553	0.0112263193023564
Tmem104|Tmem104	FoodTrained	Maintenance	0.000529226729228746	0.0116942433738679
Hid1|Hid1	FoodTrained	Maintenance	0.000342860053209643	0.00824998834514741
Tmem94|Tmem94	FoodTrained	Maintenance	0.00106247510465612	0.0203707369849922
Sphk1|Sphk1	FoodTrained	Maintenance	0.00235427884837482	0.0373704765730712
Cyth1|Cyth1	FoodTrained	Maintenance	1.57827073891182e-05	0.000582606490892265
Lgals3bp|Lgals3bp	FoodTrained	Maintenance	0.00298184736650946	0.0452824727983879
Cant1|Cant1	FoodTrained	Maintenance	0.00237721983309596	0.0376085313110594
Aatk|Aatk	FoodTrained	Maintenance	6.30749138168225e-06	0.000254138221904078
LOC102640779|LOC102640779	FoodTrained	Maintenance	1.48292508367452e-05	0.000553888605710933
Arhgdia|Arhgdia	FoodTrained	Maintenance	3.39901223769148e-14	2.38396647204309e-11
Alyref|Alyref	FoodTrained	Maintenance	0.000397729268950185	0.00924147136945971
Rfng|Rfng	FoodTrained	Maintenance	8.26442295945094e-05	0.00241890846341766
Slc16a3|Slc16a3	FoodTrained	Maintenance	7.64413470535532e-07	3.55668252863179e-05
Asxl2|Asxl2	FoodTrained	Maintenance	0.00161796196517564	0.0282911779635559
Gen1|Gen1	FoodTrained	Maintenance	0.00320823574054761	0.0478004407700631
Trib2|Trib2	FoodTrained	Maintenance	0.000149435621837282	0.00405424408414415
Rock2|Rock2	FoodTrained	Maintenance	0.00194267159911877	0.0324698782634705
Lamb1|Lamb1	FoodTrained	Maintenance	1.17909723955451e-05	0.000452912057311234
Gm38649|Gm38649	FoodTrained	Maintenance	1.22280687557183e-06	5.60685079968611e-05
Arl4a|Arl4a	FoodTrained	Maintenance	0.00080005406394482	0.0164323468643417
Zfp277|Zfp277	FoodTrained	Maintenance	0.00053517499614675	0.0117570868933074
Gm33680|Gm33680	FoodTrained	Maintenance	0.000243736280874367	0.00614598395594925
Baz1a|Baz1a	FoodTrained	Maintenance	2.71752748701269e-09	3.47714986632158e-07
Nkx2-9|Nkx2-9	FoodTrained	Maintenance	3.32447176718317e-08	2.28099716866477e-06
Gpr135|Gpr135	FoodTrained	Maintenance	0.00187135889118478	0.0316881343161246
L3hypdh|L3hypdh	FoodTrained	Maintenance	0.001122489170575	0.0211929984278951
Gm40889|Gm40889	FoodTrained	Maintenance	2.27593392004364e-06	9.95366296625089e-05
Plekhg3|Plekhg3	FoodTrained	Maintenance	4.5716121680662e-08	2.81079933852823e-06
Max|Max	FoodTrained	Maintenance	0.000584199786710987	0.012557311419916
Gm20337|Gm20337	FoodTrained	Maintenance	3.90818812847928e-07	1.89767586125672e-05
Gm31513|Gm31513	FoodTrained	Maintenance	0.000787237581246248	0.0162218912688359
Prox2|Prox2	FoodTrained	Maintenance	2.29447602482512e-05	0.000806131585939024
Gm38543|Gm38543	FoodTrained	Maintenance	1.04675247870081e-07	5.74560918526295e-06
Ttll5|Ttll5	FoodTrained	Maintenance	1.6379840508833e-05	0.000599971063280021
Vash1|Vash1	FoodTrained	Maintenance	0.000100046509666643	0.00285758786358556
Angel1|Angel1	FoodTrained	Maintenance	0.000114872763223512	0.00322751560410037
Irf2bpl|Irf2bpl	FoodTrained	Maintenance	1.33869054821136e-05	0.000507724000202322
Gm26512|Gm26512	FoodTrained	Maintenance	8.73372041235783e-05	0.00254026478229661
Gm16876|Gm16876	FoodTrained	Maintenance	0.000565690221474883	0.012263397275098
Gm40556|Gm40556	FoodTrained	Maintenance	1.04555238128373e-10	2.19995838270778e-08
Gm40557|Gm40557	FoodTrained	Maintenance	5.38988863193592e-08	3.16982363425374e-06
Calm1|Calm1	FoodTrained	Maintenance	0.000297276226216454	0.00731106479981947
Setd3|Setd3	FoodTrained	Maintenance	0.00197738623084402	0.0328615994817712
Cyp46a1|Cyp46a1	FoodTrained	Maintenance	0.00137029113054294	0.0247843391968401
Gm33682|Gm33682	FoodTrained	Maintenance	9.78021057914586e-08	5.43131518291159e-06
Gm16596|Gm16596	FoodTrained	Maintenance	7.136027459307e-15	6.43499771413794e-12
Hsp90aa1|Hsp90aa1	FoodTrained	Maintenance	3.86392217190254e-07	1.88100499149919e-05
Gm266|Gm266	FoodTrained	Maintenance	0.000661425828324654	0.0139326150289032
Ckb|Ckb	FoodTrained	Maintenance	0.00219090378747515	0.0354911420217425
Xrcc3|Xrcc3	FoodTrained	Maintenance	1.67758234141871e-06	7.51025456251681e-05
Cep170b|Cep170b	FoodTrained	Maintenance	0.000270456218416265	0.00670370341380733
Tmem179|Tmem179	FoodTrained	Maintenance	3.3867937841465e-08	2.30704006799936e-06
Gli3|Gli3	FoodTrained	Maintenance	0.000863116471999634	0.0174251989661589
Sfrp4|Sfrp4	FoodTrained	Maintenance	1.43355238580277e-05	0.000536505563832945
Zfp322a|Zfp322a	FoodTrained	Maintenance	0.000353336943760773	0.00841653044528021
Hus1b|Hus1b	FoodTrained	Maintenance	1.88087439186857e-07	9.78519735132285e-06
Gm30489|Gm30489	FoodTrained	Maintenance	0.00200798727664682	0.0332098297448567
F13a1|F13a1	FoodTrained	Maintenance	1.05900791023255e-08	9.82782743465753e-07
A230103O09Rik|A230103O09Rik	FoodTrained	Maintenance	2.18501141576509e-07	1.11831246433361e-05
Gm31683|Gm31683	FoodTrained	Maintenance	1.21231625613677e-08	1.08803947594607e-06
Phactr1|Phactr1	FoodTrained	Maintenance	0.00266263445782326	0.0414316423400156
Hrh2|Hrh2	FoodTrained	Maintenance	0.00158247335180152	0.0278506485716222
Sfxn1|Sfxn1	FoodTrained	Maintenance	0.00271550937383682	0.0420815065567494
Arl10|Arl10	FoodTrained	Maintenance	0.000632570451471893	0.0134143187452668
Rnf44|Rnf44	FoodTrained	Maintenance	0.0023370200746178	0.0371900413050733
Unc5a|Unc5a	FoodTrained	Maintenance	0.00190459267809937	0.0320313246404687
Prr7|Prr7	FoodTrained	Maintenance	6.17823211949585e-10	9.74976513724108e-08
Catsper3|Catsper3	FoodTrained	Maintenance	1.95104665678782e-13	1.02630473721086e-10
Kif27|Kif27	FoodTrained	Maintenance	1.42108947461549e-08	1.19309688056856e-06
Hnrnpk|Hnrnpk	FoodTrained	Maintenance	0.00036843978998438	0.00869968117572843
Zfp935|Zfp935	FoodTrained	Maintenance	5.61482893082716e-05	0.00174594442468102
Fancc|Fancc	FoodTrained	Maintenance	0.000819479092885722	0.0166686096476659
Habp4|Habp4	FoodTrained	Maintenance	0.00320723743140255	0.0478004407700631
Zfp273|Zfp273	FoodTrained	Maintenance	0.00204407776893025	0.0336890345606895
Gm36267|Gm36267	FoodTrained	Maintenance	1.24722181325042e-07	6.68506316916147e-06
Gm36607|Gm36607	FoodTrained	Maintenance	5.60869676564766e-11	1.31125790927247e-08
Lrrc14b|Lrrc14b	FoodTrained	Maintenance	0.00212243766644901	0.034655687949848
Zfp72|Zfp72	FoodTrained	Maintenance	9.89855942387822e-08	5.48096549151994e-06
Gm38604|Gm38604	FoodTrained	Maintenance	6.75470309948832e-08	3.8528256805726e-06
A830009L08Rik|A830009L08Rik	FoodTrained	Maintenance	2.47379152157632e-13	1.2327944748445e-10
Trappc13|Trappc13	FoodTrained	Maintenance	6.39761980212669e-06	0.000257222348604826
Map3k1|Map3k1	FoodTrained	Maintenance	0.000881087866580687	0.0176562549517867
Pelo|Pelo	FoodTrained	Maintenance	3.98147262330409e-06	0.000166439618250573
3110070M22Rik|3110070M22Rik	FoodTrained	Maintenance	0.00010448453171251	0.00297090627183152
Zfp131|Zfp131	FoodTrained	Maintenance	0.000352464028381428	0.00841653044528021
Gm5796|Gm5796	FoodTrained	Maintenance	0.000194312321725429	0.00499958211482943
Gm10406|Gm10406	FoodTrained	Maintenance	0.00198998559745524	0.0329696913902099
Gm41094|Gm41094	FoodTrained	Maintenance	0.00161367094017735	0.0282422242090005
LOC108168210|LOC108168210	FoodTrained	Maintenance	3.20485550836567e-05	0.00107607001350923
Gm32587|Gm32587	FoodTrained	Maintenance	1.05821336529518e-08	9.82782743465753e-07
Nudt13|Nudt13	FoodTrained	Maintenance	0.00286957953666227	0.0440723663307164
4931406H21Rik|4931406H21Rik	FoodTrained	Maintenance	0.000356095863129221	0.00843978393001008
Bap1|Bap1	FoodTrained	Maintenance	0.000616541530222397	0.0131037564060848
Chat|Chat	FoodTrained	Maintenance	0.000902083141025062	0.0179440634890668
Zfp488|Zfp488	FoodTrained	Maintenance	0.000427435290027535	0.00985912556303463
